funcid,dim,milestone,error
23,10,1,4.146350e+02
23,10,2,4.146350e+02
23,10,3,4.146350e+02
23,10,5,3.998736e+02
23,10,10,3.799868e+02
23,10,20,3.799868e+02
23,10,30,3.799868e+02
23,10,40,3.799868e+02
23,10,50,3.799868e+02
23,10,60,3.799868e+02
23,10,70,3.799868e+02
23,10,80,3.709603e+02
23,10,90,3.709603e+02
23,10,100,3.709603e+02
23,10,1,4.300783e+02
23,10,2,4.270896e+02
23,10,3,4.214814e+02
23,10,5,3.901492e+02
23,10,10,3.843449e+02
23,10,20,3.843449e+02
23,10,30,3.843449e+02
23,10,40,3.843449e+02
23,10,50,3.843449e+02
23,10,60,3.843449e+02
23,10,70,3.583011e+02
23,10,80,3.583011e+02
23,10,90,3.583011e+02
23,10,100,3.583011e+02
23,10,1,3.811354e+02
23,10,2,3.811354e+02
23,10,3,3.811354e+02
23,10,5,3.811354e+02
23,10,10,3.792100e+02
23,10,20,3.792100e+02
23,10,30,3.792100e+02
23,10,40,3.792100e+02
23,10,50,3.792100e+02
23,10,60,3.772717e+02
23,10,70,3.772717e+02
23,10,80,3.772717e+02
23,10,90,3.750048e+02
23,10,100,3.750048e+02
23,10,1,3.932584e+02
23,10,2,3.744497e+02
23,10,3,3.744497e+02
23,10,5,3.744497e+02
23,10,10,3.744497e+02
23,10,20,3.744497e+02
23,10,30,3.744497e+02
23,10,40,3.744497e+02
23,10,50,3.744497e+02
23,10,60,3.744497e+02
23,10,70,3.744497e+02
23,10,80,3.734378e+02
23,10,90,3.734378e+02
23,10,100,3.734378e+02
23,10,1,4.069193e+02
23,10,2,4.069193e+02
23,10,3,3.887076e+02
23,10,5,3.887076e+02
23,10,10,3.887076e+02
23,10,20,3.887076e+02
23,10,30,3.887076e+02
23,10,40,3.846969e+02
23,10,50,3.846969e+02
23,10,60,3.846969e+02
23,10,70,3.846969e+02
23,10,80,3.771864e+02
23,10,90,3.771864e+02
23,10,100,3.771864e+02
23,10,1,4.154173e+02
23,10,2,3.886030e+02
23,10,3,3.886030e+02
23,10,5,3.886030e+02
23,10,10,3.886030e+02
23,10,20,3.886030e+02
23,10,30,3.886030e+02
23,10,40,3.886030e+02
23,10,50,3.864672e+02
23,10,60,3.838884e+02
23,10,70,3.828344e+02
23,10,80,3.828344e+02
23,10,90,3.674454e+02
23,10,100,3.674454e+02
23,10,1,4.146826e+02
23,10,2,4.146826e+02
23,10,3,3.782136e+02
23,10,5,3.782136e+02
23,10,10,3.782136e+02
23,10,20,3.722284e+02
23,10,30,3.722284e+02
23,10,40,3.722284e+02
23,10,50,3.722284e+02
23,10,60,3.722284e+02
23,10,70,3.722284e+02
23,10,80,3.722284e+02
23,10,90,3.722284e+02
23,10,100,3.722284e+02
23,10,1,4.392880e+02
23,10,2,4.147075e+02
23,10,3,4.086146e+02
23,10,5,4.086146e+02
23,10,10,4.028442e+02
23,10,20,3.976359e+02
23,10,30,3.900443e+02
23,10,40,3.900443e+02
23,10,50,3.843569e+02
23,10,60,3.843569e+02
23,10,70,3.843569e+02
23,10,80,3.843569e+02
23,10,90,3.614234e+02
23,10,100,3.614234e+02
23,10,1,4.002319e+02
23,10,2,3.997419e+02
23,10,3,3.997419e+02
23,10,5,3.906779e+02
23,10,10,3.906779e+02
23,10,20,3.771392e+02
23,10,30,3.771392e+02
23,10,40,3.771392e+02
23,10,50,3.771392e+02
23,10,60,3.703291e+02
23,10,70,3.703291e+02
23,10,80,3.681738e+02
23,10,90,3.681738e+02
23,10,100,3.681738e+02
23,10,1,4.231109e+02
23,10,2,4.231109e+02
23,10,3,4.049442e+02
23,10,5,4.049442e+02
23,10,10,3.949118e+02
23,10,20,3.827119e+02
23,10,30,3.725449e+02
23,10,40,3.700263e+02
23,10,50,3.700263e+02
