funcid,dim,milestone,error
4,30,1,1.554780e+04
4,30,2,1.462762e+04
4,30,3,1.179130e+04
4,30,5,8.842096e+03
4,30,10,8.842096e+03
4,30,20,8.842096e+03
4,30,30,8.842096e+03
4,30,40,8.842096e+03
4,30,50,8.741315e+03
4,30,60,6.799533e+03
4,30,70,6.799533e+03
4,30,80,5.114405e+03
4,30,90,5.114405e+03
4,30,100,5.114405e+03
4,30,1,1.795038e+04
4,30,2,1.589556e+04
4,30,3,1.589556e+04
4,30,5,1.104743e+04
4,30,10,1.104743e+04
4,30,20,1.104743e+04
4,30,30,1.096685e+04
4,30,40,8.944203e+03
4,30,50,5.810297e+03
4,30,60,5.810297e+03
4,30,70,5.015372e+03
4,30,80,5.015372e+03
4,30,90,5.015372e+03
4,30,100,4.646013e+03
4,30,1,1.858941e+04
4,30,2,1.626813e+04
4,30,3,1.626813e+04
4,30,5,1.217239e+04
4,30,10,1.217239e+04
4,30,20,8.170054e+03
4,30,30,8.170054e+03
4,30,40,8.170054e+03
4,30,50,7.282445e+03
4,30,60,6.424042e+03
4,30,70,5.360854e+03
4,30,80,4.043158e+03
4,30,90,4.043158e+03
4,30,100,4.043158e+03
4,30,1,1.805328e+04
4,30,2,1.458750e+04
4,30,3,1.273181e+04
4,30,5,1.273181e+04
4,30,10,8.316605e+03
4,30,20,8.316605e+03
4,30,30,6.571574e+03
4,30,40,6.571574e+03
4,30,50,6.571574e+03
4,30,60,5.409216e+03
4,30,70,5.409216e+03
4,30,80,5.409216e+03
4,30,90,5.409216e+03
4,30,100,5.409216e+03
4,30,1,2.253586e+04
4,30,2,1.979325e+04
4,30,3,1.979325e+04
4,30,5,1.625173e+04
4,30,10,1.125906e+04
4,30,20,1.125906e+04
4,30,30,1.103936e+04
4,30,40,8.451722e+03
4,30,50,7.997283e+03
4,30,60,6.669280e+03
4,30,70,4.518326e+03
4,30,80,4.518326e+03
4,30,90,4.518326e+03
4,30,100,4.518326e+03
4,30,1,1.330104e+04
4,30,2,1.330104e+04
4,30,3,1.330104e+04
4,30,5,1.330104e+04
4,30,10,1.330104e+04
4,30,20,6.241998e+03
4,30,30,6.241998e+03
4,30,40,6.241998e+03
4,30,50,5.870482e+03
4,30,60,5.870482e+03
4,30,70,5.870482e+03
4,30,80,5.870482e+03
4,30,90,5.870482e+03
4,30,100,5.870482e+03
4,30,1,1.690336e+04
4,30,2,1.308466e+04
4,30,3,1.308466e+04
4,30,5,1.308466e+04
