funcid,dim,milestone,error
23,50,1,1.374925e+03
23,50,2,1.374922e+03
23,50,3,1.374922e+03
23,50,5,1.374922e+03
23,50,10,1.374922e+03
23,50,20,1.371834e+03
23,50,30,1.371285e+03
23,50,40,1.370923e+03
23,50,50,1.370683e+03
23,50,60,1.370345e+03
23,50,70,1.369980e+03
23,50,80,1.369644e+03
23,50,90,1.369410e+03
23,50,100,1.369184e+03
23,50,1,1.178495e+03
23,50,2,1.178495e+03
23,50,3,1.178495e+03
23,50,5,1.178495e+03
23,50,10,1.178495e+03
23,50,20,1.177442e+03
23,50,30,1.176364e+03
23,50,40,1.176346e+03
23,50,50,1.175816e+03
23,50,60,1.175540e+03
23,50,70,1.175525e+03
23,50,80,1.175506e+03
23,50,90,1.175489e+03
23,50,100,1.175239e+03
23,50,1,1.078605e+03
23,50,2,1.078605e+03
23,50,3,1.078605e+03
23,50,5,1.078605e+03
23,50,10,1.078605e+03
23,50,20,1.077395e+03
23,50,30,1.076650e+03
23,50,40,1.076461e+03
23,50,50,1.076054e+03
23,50,60,1.075841e+03
23,50,70,1.075411e+03
23,50,80,1.075101e+03
23,50,90,1.075039e+03
23,50,100,1.074155e+03
23,50,1,1.058315e+03
23,50,2,1.057662e+03
23,50,3,1.057662e+03
23,50,5,1.057662e+03
23,50,10,1.057662e+03
23,50,20,1.057383e+03
23,50,30,1.057211e+03
23,50,40,1.057071e+03
23,50,50,1.056321e+03
23,50,60,1.056158e+03
23,50,70,1.056104e+03
23,50,80,1.056024e+03
23,50,90,1.055975e+03
23,50,100,1.055714e+03
23,50,1,9.393499e+02
23,50,2,9.393497e+02
23,50,3,9.393497e+02
23,50,5,9.393497e+02
23,50,10,9.393497e+02
23,50,20,9.391917e+02
23,50,30,9.383666e+02
23,50,40,9.375471e+02
23,50,50,9.375403e+02
23,50,60,9.227309e+02
23,50,70,9.226353e+02
23,50,80,9.225010e+02
23,50,90,9.224722e+02
23,50,100,9.224300e+02
23,50,1,1.154566e+03
23,50,2,1.154566e+03
23,50,3,1.154566e+03
23,50,5,1.154566e+03
23,50,10,1.154566e+03
23,50,20,1.153924e+03
23,50,30,1.153623e+03
23,50,40,1.153402e+03
23,50,50,1.153083e+03
23,50,60,1.152823e+03
23,50,70,1.152766e+03
23,50,80,1.152492e+03
23,50,90,1.152455e+03
23,50,100,1.152076e+03
23,50,1,1.087354e+03
23,50,2,1.087350e+03
23,50,3,1.087350e+03
23,50,5,1.087350e+03
23,50,10,1.087350e+03
23,50,20,1.085410e+03
23,50,30,1.084165e+03
23,50,40,1.084067e+03
23,50,50,1.083754e+03
23,50,60,1.082866e+03
23,50,70,1.081525e+03
23,50,80,1.081365e+03
23,50,90,1.080806e+03
23,50,100,1.078928e+03
23,50,1,1.644328e+03
23,50,2,1.604089e+03
23,50,3,1.603964e+03
23,50,5,1.603964e+03
23,50,10,1.603964e+03
23,50,20,1.601636e+03
23,50,30,1.601302e+03
23,50,40,1.600933e+03
23,50,50,1.600546e+03
23,50,60,1.600334e+03
23,50,70,1.600024e+03
23,50,80,1.599498e+03
23,50,90,1.599327e+03
23,50,100,1.599146e+03
23,50,1,1.139186e+03
23,50,2,1.139186e+03
23,50,3,1.139186e+03
23,50,5,1.139186e+03
23,50,10,1.139186e+03
23,50,20,1.138518e+03
23,50,30,1.138380e+03
23,50,40,1.138075e+03
23,50,50,1.137757e+03
23,50,60,1.137386e+03
23,50,70,1.137354e+03
23,50,80,1.137219e+03
23,50,90,1.136631e+03
23,50,100,1.136588e+03
23,50,1,1.261930e+03
23,50,2,1.261930e+03
23,50,3,1.261930e+03
23,50,5,1.261930e+03
23,50,10,1.261930e+03
23,50,20,1.256613e+03
23,50,30,1.251491e+03
23,50,40,1.251265e+03
23,50,50,1.251165e+03
23,50,60,1.251143e+03
23,50,70,1.251143e+03
23,50,80,1.251143e+03
23,50,90,1.249998e+03
23,50,100,1.249705e+03
