funcid,dim,milestone,error
9,10,1,3.153941e+03
9,10,2,1.205587e+03
9,10,3,1.205046e+03
9,10,5,1.205043e+03
9,10,10,1.205043e+03
9,10,20,1.205043e+03
9,10,30,1.205043e+03
9,10,40,1.205043e+03
9,10,50,6.581120e+02
9,10,60,6.581115e+02
9,10,70,2.134610e+02
9,10,80,2.134342e+02
9,10,90,2.133873e+02
9,10,100,1.073871e+02
9,10,1,2.722865e+03
9,10,2,2.582271e+03
9,10,3,2.559941e+03
9,10,5,2.557498e+03
9,10,10,2.555660e+03
9,10,20,2.555058e+03
9,10,30,2.554979e+03
9,10,40,2.554965e+03
9,10,50,2.632699e+02
9,10,60,2.632479e+02
9,10,70,2.632462e+02
9,10,80,2.632459e+02
9,10,90,2.632458e+02
9,10,100,2.632458e+02
9,10,1,1.234499e+03
9,10,2,1.230251e+03
9,10,3,1.224773e+03
9,10,5,1.220463e+03
9,10,10,1.219174e+03
9,10,20,1.219121e+03
9,10,30,1.219121e+03
9,10,40,1.219121e+03
9,10,50,1.219121e+03
9,10,60,1.219121e+03
9,10,70,1.219121e+03
9,10,80,1.219121e+03
9,10,90,1.219121e+03
9,10,100,1.219121e+03
9,10,1,5.351526e+02
9,10,2,5.229501e+02
9,10,3,5.225866e+02
9,10,5,5.224691e+02
9,10,10,5.224613e+02
9,10,20,5.224613e+02
9,10,30,5.224613e+02
9,10,40,5.224613e+02
9,10,50,5.224613e+02
9,10,60,5.224613e+02
9,10,70,5.224613e+02
9,10,80,5.224613e+02
9,10,90,5.224613e+02
9,10,100,5.224613e+02
9,10,1,1.822302e+03
9,10,2,1.780321e+03
9,10,3,1.780187e+03
9,10,5,1.780179e+03
9,10,10,1.780166e+03
9,10,20,1.780154e+03
9,10,30,1.780148e+03
9,10,40,1.780145e+03
9,10,50,1.780144e+03
9,10,60,1.780143e+03
9,10,70,1.780142e+03
9,10,80,1.780142e+03
9,10,90,1.780141e+03
9,10,100,1.780141e+03
9,10,1,1.344197e+03
9,10,2,1.336837e+03
9,10,3,1.335044e+03
9,10,5,1.332975e+03
9,10,10,1.331542e+03
9,10,20,1.331215e+03
9,10,30,1.331171e+03
9,10,40,1.331160e+03
9,10,50,1.331155e+03
9,10,60,5.137498e+02
9,10,70,5.136926e+02
9,10,80,5.136856e+02
9,10,90,5.136845e+02
9,10,100,9.030873e+01
9,10,1,1.174686e+03
9,10,2,1.037308e+03
9,10,3,1.037307e+03
9,10,5,1.037307e+03
9,10,10,1.037307e+03
9,10,20,1.037307e+03
9,10,30,1.037307e+03
9,10,40,1.037307e+03
9,10,50,3.396635e+02
9,10,60,3.393240e+02
9,10,70,3.393169e+02
9,10,80,3.393157e+02
9,10,90,3.393153e+02
9,10,100,3.393151e+02
9,10,1,1.328956e+03
9,10,2,1.310988e+03
9,10,3,1.309855e+03
9,10,5,1.306625e+03
9,10,10,1.304212e+03
9,10,20,1.303606e+03
9,10,30,1.303279e+03
9,10,40,4.188325e+02
9,10,50,4.188325e+02
9,10,60,4.188325e+02
9,10,70,4.188325e+02
9,10,80,4.188325e+02
9,10,90,4.188325e+02
9,10,100,4.188325e+02
9,10,1,2.065445e+03
9,10,2,2.061863e+03
9,10,3,2.061842e+03
9,10,5,2.061842e+03
9,10,10,2.061842e+03
9,10,20,2.061842e+03
9,10,30,2.061842e+03
9,10,40,2.061842e+03
9,10,50,2.061842e+03
9,10,60,2.061842e+03
9,10,70,2.061842e+03
9,10,80,2.061842e+03
9,10,90,2.061842e+03
9,10,100,2.061842e+03
9,10,1,8.984069e+02
9,10,2,8.336968e+02
9,10,3,8.335935e+02
9,10,5,8.335931e+02
9,10,10,8.335931e+02
9,10,20,8.335931e+02
9,10,30,8.335931e+02
9,10,40,8.335931e+02
9,10,50,8.335931e+02
9,10,60,8.335931e+02
9,10,70,8.335931e+02
9,10,80,8.335931e+02
9,10,90,8.335931e+02
9,10,100,8.335931e+02
9,10,1,3.153941e+03
9,10,2,1.205587e+03
9,10,3,1.205046e+03
9,10,5,1.205043e+03
9,10,10,1.205043e+03
9,10,20,1.205043e+03
9,10,30,1.205043e+03
9,10,40,1.205043e+03
9,10,50,6.581120e+02
9,10,60,6.581115e+02
9,10,70,2.134610e+02
