generacion,empieza,min_distancia,max_distancia,comer_propia,max_comer,min_comer,ficha_casa,casilla_segura,recta_final,casilla_final,rebote,barrera,resultado,timestamp
39,4,48.47,44.6,0,41.52,-16.81,-94.86,59.11,0,83.44,-9.76,74.38,Victoria,2025-06-08T23:26:57.417293
40,5,48.47,76.81,15.98,18.81,-16.81,-93.31,1.56,31.82,83.44,-9.76,74.38,Derrota,2025-06-08T23:29:40.433679
40,4,48.47,76.81,15.98,18.81,-16.81,-93.31,1.56,31.82,83.44,-9.76,74.38,Derrota,2025-06-08T23:29:40.433777
41,5,74.12,43.79,15.98,18.81,-16.81,-93.31,26.39,0,83.44,-9.76,65.94,Derrota,2025-06-08T23:31:41.544697
41,4,74.12,43.79,15.98,18.81,-16.81,-93.31,26.39,0,83.44,-9.76,65.94,Derrota,2025-06-08T23:31:41.544850
42,5,26.86,22.68,15.98,18.81,-16.81,-93.31,10.8,0,64.63,-9.76,81.33,Derrota,2025-06-08T23:33:56.276897
42,4,26.86,22.68,15.98,18.81,-16.81,-93.31,10.8,0,64.63,-9.76,81.33,Derrota,2025-06-08T23:33:56.276977
43,5,48.47,44.6,15.98,18.81,-16.81,-93.31,44.08,0,100,-9.76,74.38,Victoria,2025-06-08T23:35:24.433897
43,5,48.47,44.6,15.98,18.81,-16.81,-93.31,44.08,0,100,-9.76,74.38,Victoria,2025-06-08T23:36:54.569143
43,4,48.47,44.6,15.98,18.81,-16.81,-93.31,44.08,0,100,-9.76,74.38,Victoria,2025-06-08T23:36:54.569243
44,5,48.47,44.16,22.37,18.81,-27.46,-93.31,44.08,0,100,-9.76,81.52,Derrota,2025-06-08T23:38:21.736968
44,4,48.47,44.16,22.37,18.81,-27.46,-93.31,44.08,0,100,-9.76,81.52,Derrota,2025-06-08T23:38:21.737057
45,5,91.95,44.6,15.98,52.51,-4.74,-93.31,44.08,0,100,-9.76,74.38,Derrota,2025-06-08T23:39:58.531523
45,4,91.95,44.6,15.98,52.51,-4.74,-93.31,44.08,0,100,-9.76,74.38,Derrota,2025-06-08T23:39:58.531604
46,5,48.47,44.6,15.98,58.1,-19.01,-93.31,44.08,0,100,-9.76,74.38,Derrota,2025-06-08T23:41:25.476987
46,4,48.47,44.6,15.98,58.1,-19.01,-93.31,44.08,0,100,-9.76,74.38,Derrota,2025-06-08T23:41:25.477087
47,5,48.47,72.55,15.98,18.81,-34.61,-93.31,44.08,0,100,-34.89,74.38,Derrota,2025-06-08T23:43:31.008133
47,4,48.47,72.55,15.98,18.81,-34.61,-93.31,44.08,0,100,-34.89,74.38,Derrota,2025-06-08T23:43:31.008235
48,5,69.79,44.6,15.98,18.81,-16.81,-93.31,44.08,0,100,-26.31,74.38,Derrota,2025-06-08T23:45:06.510504
48,4,69.79,44.6,15.98,18.81,-16.81,-93.31,44.08,0,100,-26.31,74.38,Derrota,2025-06-08T23:45:06.510587
49,5,56.93,44.6,15.98,18.81,-9.18,-93.31,44.08,0,100,-9.76,98.44,Victoria,2025-06-08T23:46:41.947787
49,5,56.93,44.6,15.98,18.81,-9.18,-93.31,44.08,0,100,-9.76,98.44,Victoria,2025-06-08T23:48:24.096966
49,4,56.93,44.6,15.98,18.81,-9.18,-93.31,44.08,0,100,-9.76,98.44,Victoria,2025-06-08T23:48:24.097055
