generacion,empieza,distancia,max_comer,min_comer,ficha_casa,casilla_segura,recta_final,casilla_final,rebote,barrera,resultado,timestamp
70,12,16.688207333087924,29.32,29.562702407836912,-3.1005130767822267,3.669293682575226,16.990655517578123,73.44073427200317,-36.93996160507202,60.75,Derrota,2025-06-07T21:07:50.028002
71,11,16.688207333087924,37.72038607597351,29.562702407836912,0,3.669293682575226,16.990655517578123,73.44073427200317,-22.64,48.429564247131346,Victoria,2025-06-07T21:08:45.089815
71,12,16.688207333087924,37.72038607597351,29.562702407836912,0,3.669293682575226,16.990655517578123,73.44073427200317,-22.64,48.429564247131346,Derrota,2025-06-07T21:09:38.792549
72,11,16.688207333087924,37.72038607597351,29.562702407836912,-1.5502565383911133,3.669293682575226,16.990655517578123,73.44073427200317,-29.78998080253601,48.429564247131346,Derrota,2025-06-07T21:10:39.476234
72,12,16.688207333087924,37.72038607597351,29.562702407836912,-1.5502565383911133,3.669293682575226,16.990655517578123,73.44073427200317,-29.78998080253601,48.429564247131346,Victoria,2025-06-07T21:11:41.142265
73,11,0,37.72038607597351,31.71,-1.5502565383911133,12.45,16.990655517578123,73.44073427200317,-20.28,48.429564247131346,Derrota,2025-06-07T21:12:42.454183
73,12,0,37.72038607597351,31.71,-1.5502565383911133,12.45,16.990655517578123,73.44073427200317,-20.28,48.429564247131346,Victoria,2025-06-07T21:13:43.797973
74,11,8.344103666543962,37.72038607597351,30.63635120391846,-1.5502565383911133,0,0,87.72,-25.034990401268004,75.83,Victoria,2025-06-07T21:14:46.420420
74,12,8.344103666543962,37.72038607597351,30.63635120391846,-1.5502565383911133,0,0,87.72,-25.034990401268004,75.83,Derrota,2025-06-07T21:15:51.028562
75,11,0,37.72038607597351,30.63635120391846,-1.5502565383911133,4.029823420643806,35.51,80.58036713600158,-25.034990401268004,36.98,Victoria,2025-06-07T21:16:56.525572
75,12,0,37.72038607597351,30.63635120391846,-1.5502565383911133,4.029823420643806,35.51,80.58036713600158,-25.034990401268004,36.98,Derrota,2025-06-07T21:18:02.064045
76,11,4.172051833271981,37.72038607597351,45.77,-1.5502565383911133,4.029823420643806,22.00266387939453,80.58036713600158,-25.034990401268004,32.45,Victoria,2025-06-07T21:19:20.162422
76,12,4.172051833271981,37.72038607597351,45.77,-1.5502565383911133,4.029823420643806,22.00266387939453,80.58036713600158,-25.034990401268004,32.45,Derrota,2025-06-07T21:20:37.608916
77,11,7.98,61.03,56.85,-29.68,2.0,22.00266387939453,80.58036713600158,0,41.00244553089142,Derrota,2025-06-07T21:21:49.333255
77,12,7.98,61.03,56.85,-29.68,2.0,22.00266387939453,80.58036713600158,0,41.00244553089142,Victoria,2025-06-07T21:23:01.338335
78,11,6.076025916635991,25.64,47.52658780097961,-15.615128269195557,3.014911710321903,22.00266387939453,80.58036713600158,-10.42,41.00244553089142,Victoria,2025-06-07T21:23:58.530276
78,12,6.076025916635991,25.64,47.52658780097961,-15.615128269195557,3.014911710321903,22.00266387939453,80.58036713600158,-10.42,41.00244553089142,Derrota,2025-06-07T21:24:55.632100
79,11,6.076025916635991,37.50759651899338,47.52658780097961,-6.97,3.014911710321903,50.87,80.58036713600158,-11.468747600317002,41.00244553089142,Victoria,2025-06-07T21:25:52.527220
79,12,6.076025916635991,37.50759651899338,47.52658780097961,-6.97,3.014911710321903,50.87,80.58036713600158,-11.468747600317002,41.00244553089142,Derrota,2025-06-07T21:26:52.023034
80,11,6.076025916635991,37.50759651899338,47.52658780097961,-36.57,3.014911710321903,32.23,80.58036713600158,-11.468747600317002,15.78,Victoria,2025-06-07T21:28:03.650439
80,12,6.076025916635991,37.50759651899338,47.52658780097961,-36.57,3.014911710321903,32.23,80.58036713600158,-11.468747600317002,15.78,Derrota,2025-06-07T21:29:14.641189
81,11,6.076025916635991,37.50759651899338,47.52658780097961,-6.08,0,34.33316596984863,80.58036713600158,-11.468747600317002,28.39122276544571,Victoria,2025-06-07T21:30:25.280990
81,12,6.076025916635991,37.50759651899338,47.52658780097961,-6.08,0,34.33316596984863,80.58036713600158,-11.468747600317002,28.39122276544571,Derrota,2025-06-07T21:31:36.784256
82,11,6.076025916635991,37.50759651899338,47.52658780097961,-15.005641033649443,1.5074558551609516,57.43,80.58036713600158,-11.468747600317002,55.59,Victoria,2025-06-07T21:32:50.055428
82,12,6.076025916635991,37.50759651899338,47.52658780097961,-15.005641033649443,1.5074558551609516,57.43,80.58036713600158,-11.468747600317002,55.59,Derrota,2025-06-07T21:34:03.077976
83,11,0,46.9,75.43,-15.005641033649443,1.5074558551609516,45.881582984924314,80.58036713600158,-18.47,41.99061138272286,Victoria,2025-06-07T21:35:17.562146
83,12,0,46.9,75.43,-15.005641033649443,1.5074558551609516,45.881582984924314,80.58036713600158,-18.47,41.99061138272286,Derrota,2025-06-07T21:36:31.604294
84,11,24.21,23.77,61.47829390048981,-15.005641033649443,1.5074558551609516,45.881582984924314,56.62,0,52.98,Derrota,2025-06-07T21:37:25.606038
84,12,24.21,23.77,61.47829390048981,-15.005641033649443,1.5074558551609516,45.881582984924314,56.62,0,52.98,Victoria,2025-06-07T21:38:19.217303
85,11,16.19,38.21,61.47829390048981,-15.005641033649443,16.48,60.32,74.44,-7.48468690007925,32.52,Derrota,2025-06-07T21:39:13.373260
85,12,16.19,38.21,61.47829390048981,-15.005641033649443,16.48,60.32,74.44,-7.48468690007925,32.52,Victoria,2025-06-07T21:40:06.906694
86,11,17.13,54.73,88.76,-15.005641033649443,8.993727927580476,53.10079149246216,71.52009178400039,0,40.002652845680714,Derrota,2025-06-07T21:41:18.393661
86,12,17.13,54.73,88.76,-15.005641033649443,8.993727927580476,53.10079149246216,71.52009178400039,0,40.002652845680714,Victoria,2025-06-07T21:42:29.935521
87,11,33.52,45.16422478243709,75.11914695024491,-15.005641033649443,35.11,53.10079149246216,71.52009178400039,-3.742343450039625,40.002652845680714,Victoria,2025-06-07T21:43:50.657345
87,12,33.52,45.16422478243709,75.11914695024491,-15.005641033649443,35.11,53.10079149246216,71.52009178400039,-3.742343450039625,40.002652845680714,Derrota,2025-06-07T21:45:09.962879
88,11,24.769250809894878,41.3,75.11914695024491,-15.005641033649443,22.05186396379024,53.10079149246216,71.52009178400039,0,34.67,Derrota,2025-06-07T21:46:46.669728
88,12,24.769250809894878,41.3,75.11914695024491,-15.005641033649443,22.05186396379024,53.10079149246216,71.52009178400039,0,34.67,Victoria,2025-06-07T21:48:24.302567
89,11,24.769250809894878,60.35,75.11914695024491,-37.15,22.05186396379024,73.6,71.52009178400039,-1.8711717250198125,37.33632642284036,Derrota,2025-06-07T21:49:22.412420
89,12,24.769250809894878,60.35,75.11914695024491,-37.15,22.05186396379024,73.6,71.52009178400039,-1.8711717250198125,37.33632642284036,Victoria,2025-06-07T21:50:19.695195
90,11,24.769250809894878,51.79105619560927,75.11914695024491,-26.077820516824723,1.3,63.35039574623107,71.52009178400039,-1.07,37.33632642284036,Victoria,2025-06-07T21:51:28.956889
90,12,24.769250809894878,51.79105619560927,75.11914695024491,-26.077820516824723,1.3,63.35039574623107,71.52009178400039,-1.07,37.33632642284036,Derrota,2025-06-07T21:52:38.489795
91,11,24.769250809894878,51.79105619560927,75.11914695024491,-26.077820516824723,11.67593198189512,63.35039574623107,71.52009178400039,-17.95,37.33632642284036,Victoria,2025-06-07T21:53:54.771336
91,12,24.769250809894878,51.79105619560927,75.11914695024491,-26.077820516824723,11.67593198189512,63.35039574623107,71.52009178400039,-17.95,37.33632642284036,Derrota,2025-06-07T21:55:11.911424
92,11,24.769250809894878,51.79105619560927,75.11914695024491,-26.077820516824723,11.67593198189512,68.29,71.52009178400039,-9.710292931254953,58.74,Derrota,2025-06-07T21:56:35.462969
92,12,24.769250809894878,51.79105619560927,75.11914695024491,-26.077820516824723,11.67593198189512,68.29,71.52009178400039,-9.710292931254953,58.74,Victoria,2025-06-07T21:57:58.659116
93,11,24.769250809894878,61.9,75.11914695024491,-48.22,11.67593198189512,65.82019787311555,71.52009178400039,-9.710292931254953,48.03816321142018,Derrota,2025-06-07T21:59:21.796150
93,12,24.769250809894878,61.9,75.11914695024491,-48.22,11.67593198189512,65.82019787311555,71.52009178400039,-9.710292931254953,48.03816321142018,Victoria,2025-06-07T22:00:44.272344
94,11,24.769250809894878,56.84552809780463,75.11914695024491,-37.14891025841236,11.67593198189512,65.82019787311555,60.98,-9.710292931254953,43.61,Derrota,2025-06-07T22:02:09.500921
94,12,24.769250809894878,56.84552809780463,75.11914695024491,-37.14891025841236,11.67593198189512,65.82019787311555,60.98,-9.710292931254953,43.61,Victoria,2025-06-07T22:03:35.154700
95,11,24.769250809894878,56.84552809780463,65.32,-37.14891025841236,11.67593198189512,85.44,66.25004589200019,-9.710292931254953,45.36,Derrota,2025-06-07T22:05:38.785494
95,12,24.769250809894878,56.84552809780463,65.32,-37.14891025841236,11.67593198189512,85.44,66.25004589200019,-9.710292931254953,45.36,Victoria,2025-06-07T22:07:43.893716
96,11,24.769250809894878,72.58,70.21957347512244,-37.14891025841236,18.51,75.63009893655777,66.25004589200019,-9.710292931254953,45.592040802855045,Victoria,2025-06-07T22:10:04.072964
96,12,24.769250809894878,72.58,70.21957347512244,-37.14891025841236,18.51,75.63009893655777,66.25004589200019,-9.710292931254953,45.592040802855045,Derrota,2025-06-07T22:12:23.548912
97,11,24.769250809894878,64.71276404890232,70.21957347512244,-37.14891025841236,15.092965990947562,75.63009893655777,71.67,0,45.592040802855045,Derrota,2025-06-07T22:14:01.712433
97,12,24.769250809894878,64.71276404890232,70.21957347512244,-37.14891025841236,15.092965990947562,75.63009893655777,71.67,0,45.592040802855045,Victoria,2025-06-07T22:15:39.199665
98,11,24.769250809894878,68.91,70.21957347512244,-37.14891025841236,15.092965990947562,75.63009893655777,68.9600229460001,-4.8551464656274765,58.87,Derrota,2025-06-07T22:17:17.372700
98,12,24.769250809894878,68.91,70.21957347512244,-37.14891025841236,15.092965990947562,75.63009893655777,68.9600229460001,-4.8551464656274765,58.87,Victoria,2025-06-07T22:18:55.034121
99,11,24.769250809894878,60.12,70.21957347512244,-37.14891025841236,15.092965990947562,64.83,68.9600229460001,-4.8551464656274765,40.92,Derrota,2025-06-07T22:20:33.621107
99,12,24.769250809894878,60.12,70.21957347512244,-37.14891025841236,15.092965990947562,64.83,68.9600229460001,-4.8551464656274765,40.92,Victoria,2025-06-07T22:22:11.314490
100,11,13.49,63.46569101222558,96.13,-43.09,15.092965990947562,70.23004946827888,68.9600229460001,-4.8551464656274765,46.575510200713765,Derrota,2025-06-07T22:24:15.962002
100,12,13.49,63.46569101222558,96.13,-43.09,15.092965990947562,70.23004946827888,68.9600229460001,-4.8551464656274765,46.575510200713765,Victoria,2025-06-07T22:26:20.884653
101,11,27.55,63.46569101222558,83.17478673756122,-19.45,15.092965990947562,79.68,68.9600229460001,-4.8551464656274765,33.11,Victoria,2025-06-07T22:27:28.689674
101,12,27.55,63.46569101222558,83.17478673756122,-19.45,15.092965990947562,79.68,68.9600229460001,-4.8551464656274765,33.11,Derrota,2025-06-07T22:28:36.486226
102,11,23.339812702473722,63.46569101222558,83.17478673756122,-29.784727564603088,15.092965990947562,78.44,68.9600229460001,0,39.84275510035688,Victoria,2025-06-07T22:30:28.357743
102,12,23.339812702473722,63.46569101222558,83.17478673756122,-29.784727564603088,15.092965990947562,78.44,68.9600229460001,0,39.84275510035688,Derrota,2025-06-07T22:32:18.743455
103,11,23.339812702473722,71.2,82.67,-29.784727564603088,0,62.97,68.9600229460001,-2.4275732328137383,39.84275510035688,Derrota,2025-06-07T22:33:38.363600
103,12,23.339812702473722,71.2,82.67,-29.784727564603088,0,62.97,68.9600229460001,-2.4275732328137383,39.84275510035688,Victoria,2025-06-07T22:34:58.833447
104,11,25.38,67.33284550611279,82.9223933687806,-29.784727564603088,7.546482995473781,69.83375618353486,50.94,-15.69,39.84275510035688,Victoria,2025-06-07T22:36:15.131568
104,12,25.38,67.33284550611279,82.9223933687806,-29.784727564603088,7.546482995473781,69.83375618353486,50.94,-15.69,39.84275510035688,Derrota,2025-06-07T22:37:31.193648
105,11,24.35990635123686,59.89,74.4,-29.784727564603088,7.546482995473781,69.83375618353486,59.950011473000046,0,39.84275510035688,Derrota,2025-06-07T22:39:07.855766
105,12,24.35990635123686,59.89,74.4,-29.784727564603088,7.546482995473781,69.83375618353486,59.950011473000046,0,39.84275510035688,Victoria,2025-06-07T22:40:44.075290
106,11,24.35990635123686,63.611422753056395,78.6611966843903,-29.784727564603088,7.546482995473781,67.84,59.950011473000046,-4.529393308203434,51.22,Derrota,2025-06-07T22:42:30.789615
106,12,24.35990635123686,63.611422753056395,78.6611966843903,-29.784727564603088,7.546482995473781,67.84,59.950011473000046,-4.529393308203434,51.22,Victoria,2025-06-07T22:44:18.534019
107,11,53.01,56.82,77.14,-29.784727564603088,7.546482995473781,68.83687809176743,59.950011473000046,-16.07,45.53137755017844,Victoria,2025-06-07T22:46:05.565712
107,12,53.01,56.82,77.14,-29.784727564603088,7.546482995473781,68.83687809176743,59.950011473000046,-16.07,45.53137755017844,Derrota,2025-06-07T22:47:53.103360
108,11,38.68495317561843,60.2157113765282,58.7,-29.784727564603088,0.4,70.5,57.52,-27.16,45.53137755017844,Victoria,2025-06-07T22:49:12.057499
108,12,38.68495317561843,60.2157113765282,58.7,-29.784727564603088,0.4,70.5,57.52,-27.16,45.53137755017844,Derrota,2025-06-07T22:50:29.700089
109,11,25.7,60.2157113765282,68.30029917109758,-29.784727564603088,3.9732414977368906,69.66843904588372,58.73500573650003,0,32.27,Victoria,2025-06-07T22:51:54.255155
109,12,25.7,60.2157113765282,68.30029917109758,-29.784727564603088,3.9732414977368906,69.66843904588372,58.73500573650003,0,32.27,Derrota,2025-06-07T22:53:19.094855
110,11,32.19247658780922,60.2157113765282,68.30029917109758,-4.93,26.16,61.93,58.73500573650003,-9.36492416352543,38.90068877508922,Victoria,2025-06-07T22:54:35.329447
110,12,32.19247658780922,60.2157113765282,68.30029917109758,-4.93,26.16,61.93,58.73500573650003,-9.36492416352543,38.90068877508922,Derrota,2025-06-07T22:55:52.289876
111,11,32.19247658780922,60.2157113765282,68.30029917109758,-17.357363782301544,15.066620748868445,65.79921952294185,82.02,-9.36492416352543,41.19,Derrota,2025-06-07T22:57:39.866376
111,12,32.19247658780922,60.2157113765282,68.30029917109758,-17.357363782301544,15.066620748868445,65.79921952294185,82.02,-9.36492416352543,41.19,Victoria,2025-06-07T22:59:26.855264
112,11,32.19247658780922,44.62,68.30029917109758,-17.357363782301544,0,65.79921952294185,70.37750286825002,-9.36492416352543,30.84,Derrota,2025-06-07T23:00:54.593347
112,12,32.19247658780922,44.62,68.30029917109758,-17.357363782301544,0,65.79921952294185,70.37750286825002,-9.36492416352543,30.84,Victoria,2025-06-07T23:02:22.998870
113,11,32.19247658780922,52.4178556882641,49.17,-17.357363782301544,7.5333103744342225,65.79921952294185,43.1,-9.36492416352543,35.4426721937723,Victoria,2025-06-07T23:03:54.207309
113,12,32.19247658780922,52.4178556882641,49.17,-17.357363782301544,7.5333103744342225,65.79921952294185,43.1,-9.36492416352543,35.4426721937723,Derrota,2025-06-07T23:05:25.715893
114,11,32.19247658780922,52.4178556882641,58.64,-17.357363782301544,7.5333103744342225,65.79921952294185,56.73875143412501,-9.36492416352543,35.4426721937723,Derrota,2025-06-07T23:07:15.077175
114,12,32.19247658780922,52.4178556882641,58.64,-17.357363782301544,7.5333103744342225,65.79921952294185,56.73875143412501,-9.36492416352543,35.4426721937723,Victoria,2025-06-07T23:09:06.055114
115,11,32.19247658780922,72.56,58.6875747927744,-17.357363782301544,7.24,85.69,35.1,-31.48,35.4426721937723,Derrota,2025-06-07T23:10:56.028806
115,12,32.19247658780922,72.56,58.6875747927744,-17.357363782301544,7.24,85.69,35.1,-31.48,35.4426721937723,Victoria,2025-06-07T23:12:45.757162
116,11,32.19247658780922,49.73,46.15,-17.357363782301544,7.386655187217111,52.43,75.75,0,35.4426721937723,Derrota,2025-06-07T23:14:36.534492
116,12,32.19247658780922,49.73,46.15,-17.357363782301544,7.386655187217111,52.43,75.75,0,35.4426721937723,Victoria,2025-06-07T23:16:26.965998
117,11,28.0,56.10946392206603,57.5,-17.357363782301544,7.386655187217111,54.38,60.834687858531254,-10.211231040881358,17.41,Derrota,2025-06-07T23:18:18.924715
117,12,28.0,56.10946392206603,57.5,-17.357363782301544,7.386655187217111,54.38,60.834687858531254,-10.211231040881358,17.41,Victoria,2025-06-07T23:20:13.669336
118,11,37.84,35.65,72.34,-17.357363782301544,7.386655187217111,80.92,88.67,-10.211231040881358,26.426336096886153,Victoria,2025-06-07T23:22:59.980335
118,12,37.84,35.65,72.34,-17.357363782301544,7.386655187217111,80.92,88.67,-10.211231040881358,26.426336096886153,Derrota,2025-06-07T23:25:44.500589
119,11,33.968119146952304,48.41,63.6496968490968,-17.357363782301544,7.386655187217111,70.07682622018388,54.83,-10.211231040881358,26.426336096886153,Victoria,2025-06-07T23:27:08.832813
119,12,33.968119146952304,48.41,63.6496968490968,-17.357363782301544,7.386655187217111,70.07682622018388,54.83,-10.211231040881358,26.426336096886153,Derrota,2025-06-07T23:28:32.999051
120,11,33.968119146952304,47.14486598051651,60.4,-17.357363782301544,7.62,70.07682622018388,64.79117196463281,-10.211231040881358,26.426336096886153,Derrota,2025-06-07T23:30:39.691282
120,12,33.968119146952304,47.14486598051651,60.4,-17.357363782301544,7.62,70.07682622018388,64.79117196463281,-10.211231040881358,26.426336096886153,Victoria,2025-06-07T23:32:42.295695
121,11,7.38,52.98,73.2,0,7.503327593608556,70.07682622018388,51.88,-10.211231040881358,26.426336096886153,Derrota,2025-06-07T23:34:46.100740
121,12,7.38,52.98,73.2,0,7.503327593608556,70.07682622018388,51.88,-10.211231040881358,26.426336096886153,Victoria,2025-06-07T23:36:50.975481
122,11,20.674059573476153,50.06243299025825,67.61242421227419,-8.678681891150772,7.503327593608556,83.84,58.3355859823164,-10.211231040881358,26.426336096886153,Victoria,2025-06-07T23:38:40.530853
1,11,15.0,35.0,20.0,-41.66,36.57,30.0,49.19,-10.0,25.0,Derrota,2025-06-07T23:42:00.582212
1,12,15.0,35.0,20.0,-41.66,36.57,30.0,49.19,-10.0,25.0,Victoria,2025-06-07T23:43:05.123634
2,11,40.55,38.91,0,-33.33,30.785,30.0,50.58,-10.0,25.0,Derrota,2025-06-07T23:44:16.144065
2,12,40.55,38.91,0,-33.33,30.785,30.0,50.58,-10.0,25.0,Victoria,2025-06-07T23:45:28.113160
3,11,27.775,36.955,10.0,-10.43,30.785,30.0,50.0875,-10.0,31.55,Victoria,2025-06-07T23:46:16.941013
3,12,27.775,36.955,10.0,-10.43,30.785,30.0,50.0875,-10.0,31.55,Derrota,2025-06-07T23:47:05.460201
4,11,27.775,23.34,10.0,-21.88,13.79,30.0,76.66,-10.0,28.275,Derrota,2025-06-07T23:48:10.886149
4,12,27.775,23.34,10.0,-21.88,13.79,30.0,76.66,-10.0,28.275,Victoria,2025-06-07T23:49:16.308828
5,11,27.775,41.37,10.0,-7.13,0.84,30.0,91.06,-10.0,28.275,Derrota,2025-06-07T23:49:59.238071
5,12,27.775,41.37,10.0,-7.13,0.84,30.0,91.06,-10.0,28.275,Victoria,2025-06-07T23:50:42.312196
6,11,50.0,35.75875,10.0,-14.504999999999999,11.56375,30.0,77.216875,-10.0,28.275,Victoria,2025-06-07T23:51:59.107632
6,12,50.0,35.75875,10.0,-14.504999999999999,11.56375,30.0,77.216875,-10.0,28.275,Derrota,2025-06-07T23:53:15.563480
7,11,63.75,51.64,10.0,-15.12,11.56375,14.42,77.216875,-10.0,29.36,Victoria,2025-06-07T23:54:37.954892
7,12,63.75,51.64,10.0,-15.12,11.56375,14.42,77.216875,-10.0,29.36,Derrota,2025-06-07T23:56:01.980049
8,11,65.66,43.699375,10.0,-14.8125,11.56375,22.21,82.29,-10.0,28.8175,Derrota,2025-06-07T23:57:23.217971
8,12,65.66,43.699375,10.0,-14.8125,11.56375,22.21,82.29,-10.0,28.8175,Victoria,2025-06-07T23:58:44.387810
9,11,58.489374999999995,25.68,10.0,-13.18,11.56375,0,65.67,-10.0,28.8175,Derrota,2025-06-08T00:00:07.308683
9,12,58.489374999999995,25.68,10.0,-13.18,11.56375,0,65.67,-10.0,28.8175,Victoria,2025-06-08T00:01:26.411040
10,11,58.489374999999995,14.04,0,-23.27,11.56375,11.105,72.71171875,-10.0,28.8175,Victoria,2025-06-08T00:03:04.427780
1,11,58.489374999999995,34.689687500000005,10.0,-13.99625,11.56375,11.105,72.71171875,-6.44,28.8175,Victoria,2025-06-08T00:09:30.819860
1,12,58.489374999999995,34.689687500000005,10.0,-13.99625,11.56375,11.105,72.71171875,-6.44,28.8175,Derrota,2025-06-08T00:10:59.633528
2,11,58.18,34.689687500000005,15.24,-13.99625,11.56375,11.105,72.71171875,-8.22,28.8175,Derrota,2025-06-08T00:12:28.319238
2,12,58.18,34.689687500000005,15.24,-13.99625,11.56375,11.105,72.71171875,-8.22,28.8175,Victoria,2025-06-08T00:13:57.425924
3,11,58.3346875,34.689687500000005,12.620000000000001,-13.99625,11.56375,11.105,56.46,-8.22,28.8175,Derrota,2025-06-08T00:15:19.679694
3,12,58.3346875,34.689687500000005,12.620000000000001,-13.99625,11.56375,11.105,56.46,-8.22,28.8175,Victoria,2025-06-08T00:16:42.279899
4,11,84.07,34.689687500000005,36.38,-17.81,19.71,11.105,64.585859375,-36.78,28.8175,Victoria,2025-06-08T00:18:12.085139
4,12,84.07,34.689687500000005,36.38,-17.81,19.71,11.105,64.585859375,-36.78,28.8175,Derrota,2025-06-08T00:19:40.174342
5,11,71.20234375,57.99,24.5,-15.903125,15.636875,11.105,64.585859375,-22.5,28.8175,Derrota,2025-06-08T00:20:38.677084
5,12,71.20234375,57.99,24.5,-15.903125,15.636875,11.105,64.585859375,-22.5,28.8175,Victoria,2025-06-08T00:21:36.857742
6,11,66.17,35.87,16.18,-15.903125,15.636875,0,64.585859375,-22.5,28.8175,Victoria,2025-06-08T00:22:59.354766
6,12,66.17,35.87,16.18,-15.903125,15.636875,0,64.585859375,-22.5,28.8175,Derrota,2025-06-08T00:24:21.484691
7,11,68.686171875,16.25,47.19,-15.903125,15.636875,5.5525,80.31,-22.5,28.8175,Victoria,2025-06-08T00:25:43.051774
7,12,68.686171875,16.25,47.19,-15.903125,15.636875,5.5525,80.31,-22.5,28.8175,Derrota,2025-06-08T00:27:05.347174
8,11,68.686171875,28.6774609375,33.765,-18.23,15.636875,5.5525,72.4479296875,-12.19,2.79,Derrota,2025-06-08T00:28:23.312045
8,12,68.686171875,28.6774609375,33.765,-18.23,15.636875,5.5525,72.4479296875,-12.19,2.79,Victoria,2025-06-08T00:29:41.007437
9,11,68.686171875,28.6774609375,33.765,-17.0665625,15.636875,5.5525,72.4479296875,-17.345,2.43,Derrota,2025-06-08T00:30:59.426957
9,12,68.686171875,28.6774609375,33.765,-17.0665625,15.636875,5.5525,72.4479296875,-17.345,2.43,Victoria,2025-06-08T00:32:16.197078
10,11,51.54,28.6774609375,33.765,-21.52,15.636875,0,72.4479296875,-28.07,9.116875,Derrota,2025-06-08T00:33:32.285887
10,12,51.54,28.6774609375,33.765,-21.52,15.636875,0,72.4479296875,-28.07,9.116875,Victoria,2025-06-08T00:34:48.281572
11,11,60.1130859375,54.74,52.6,-19.29328125,39.23,2.77625,45.32,-22.7075,9.116875,Derrota,2025-06-08T00:36:04.210893
11,12,60.1130859375,54.74,52.6,-19.29328125,39.23,2.77625,45.32,-22.7075,9.116875,Victoria,2025-06-08T00:37:19.676146
12,11,72.72,41.708730468750005,62.77,-19.29328125,3.45,2.77625,58.88396484374999,-22.7075,4.72,Victoria,2025-06-08T00:38:59.907383
12,12,72.72,41.708730468750005,62.77,-19.29328125,3.45,2.77625,58.88396484374999,-22.7075,4.72,Derrota,2025-06-08T00:40:38.994290
13,11,66.41654296875001,41.708730468750005,52.97625000000001,-8.02,15.441718749999998,2.77625,58.88396484374999,-22.7075,6.9184375,Victoria,2025-06-08T00:42:11.036625
13,12,66.41654296875001,41.708730468750005,52.97625000000001,-8.02,15.441718749999998,2.77625,58.88396484374999,-22.7075,6.9184375,Derrota,2025-06-08T00:43:43.165092
14,11,66.41654296875001,46.08,52.97625000000001,-13.656640625,15.441718749999998,12.46,58.88396484374999,-22.7075,6.9184375,Victoria,2025-06-08T00:45:12.049630
14,12,66.41654296875001,46.08,52.97625000000001,-13.656640625,15.441718749999998,12.46,58.88396484374999,-22.7075,6.9184375,Derrota,2025-06-08T00:46:41.662843
15,11,66.41654296875001,43.894365234375,52.97625000000001,0,15.441718749999998,7.618125000000001,58.88396484374999,-22.7075,0,Derrota,2025-06-08T00:47:59.555543
15,12,66.41654296875001,43.894365234375,52.97625000000001,0,15.441718749999998,7.618125000000001,58.88396484374999,-22.7075,0,Victoria,2025-06-08T00:49:19.216782
16,11,66.41654296875001,43.894365234375,52.97625000000001,-6.8283203125,15.441718749999998,7.618125000000001,29.87,-47.19,3.45921875,Derrota,2025-06-08T00:50:15.480477
16,12,66.41654296875001,43.894365234375,52.97625000000001,-6.8283203125,15.441718749999998,7.618125000000001,29.87,-47.19,3.45921875,Victoria,2025-06-08T00:51:12.233496
17,11,66.41654296875001,43.894365234375,75.32,-6.8283203125,38.88,0,44.376982421875,-34.94875,3.45921875,Derrota,2025-06-08T00:52:09.518016
17,12,66.41654296875001,43.894365234375,75.32,-6.8283203125,38.88,0,44.376982421875,-34.94875,3.45921875,Victoria,2025-06-08T00:53:06.150755
18,11,66.41654296875001,43.894365234375,64.148125,-6.8283203125,12.99,0,22.68,-34.94875,3.45921875,Victoria,2025-06-08T00:54:36.629827
18,12,66.41654296875001,43.894365234375,64.148125,-6.8283203125,12.99,0,22.68,-34.94875,3.45921875,Derrota,2025-06-08T00:56:06.562108
19,11,66.41654296875001,43.894365234375,64.148125,-8.93,19.79,0,33.5284912109375,-34.94875,3.45921875,Derrota,2025-06-08T00:57:24.226736
19,12,66.41654296875001,43.894365234375,64.148125,-8.93,19.79,0,33.5284912109375,-34.94875,3.45921875,Victoria,2025-06-08T00:58:43.122186
20,11,66.41654296875001,43.894365234375,64.148125,-27.53,19.93271484375,0.9522656250000001,3.92,-34.94875,3.45921875,Derrota,2025-06-08T01:00:00.767937
20,12,66.41654296875001,43.894365234375,64.148125,-27.53,19.93271484375,0.9522656250000001,3.92,-34.94875,3.45921875,Victoria,2025-06-08T01:01:18.296185
21,11,58.09,43.894365234375,64.148125,-17.704580078125,20.67,0.9522656250000001,18.724245605468752,-11.27,3.45921875,Derrota,2025-06-08T01:03:06.223531
21,12,58.09,43.894365234375,64.148125,-17.704580078125,20.67,0.9522656250000001,18.724245605468752,-11.27,3.45921875,Victoria,2025-06-08T01:04:53.538643
22,11,62.253271484375006,72.28,64.148125,-17.704580078125,20.301357421875,0.9522656250000001,12.52,-23.109375,3.45921875,Victoria,2025-06-08T01:06:36.873615
22,12,62.253271484375006,72.28,64.148125,-17.704580078125,20.301357421875,0.9522656250000001,12.52,-23.109375,3.45921875,Derrota,2025-06-08T01:08:21.328755
23,11,48.86,58.0871826171875,92.03,-17.704580078125,20.301357421875,0.9522656250000001,41.33,-23.109375,4.85,Victoria,2025-06-08T01:10:08.340188
23,12,48.86,58.0871826171875,92.03,-17.704580078125,20.301357421875,0.9522656250000001,41.33,-23.109375,4.85,Derrota,2025-06-08T01:11:55.393693
24,11,55.5566357421875,37.74,78.0890625,-23.54,20.301357421875,0.9522656250000001,28.476061401367186,-23.109375,4.154609375,Derrota,2025-06-08T01:14:11.794983
24,12,55.5566357421875,37.74,78.0890625,-23.54,20.301357421875,0.9522656250000001,28.476061401367186,-23.109375,4.154609375,Victoria,2025-06-08T01:16:26.559822
