generacion,empieza,distancia,max_comer,min_comer,ficha_casa,casilla_segura,recta_final,casilla_final,rebote,barrera,resultado,timestamp
25,11,55.5566357421875,47.91359130859375,78.0890625,0,24.42,0.9522656250000001,28.476061401367186,-23.109375,4.154609375,Derrota,2025-06-08T01:18:41.216893
25,12,55.5566357421875,47.91359130859375,78.0890625,0,24.42,0.9522656250000001,28.476061401367186,-23.109375,4.154609375,Victoria,2025-06-08T01:20:55.258844
26,11,29.09,47.91359130859375,100,-10.31114501953125,0,0.9522656250000001,28.476061401367186,-23.109375,4.154609375,Derrota,2025-06-08T01:23:12.408792
26,12,29.09,47.91359130859375,100,-10.31114501953125,0,0.9522656250000001,28.476061401367186,-23.109375,4.154609375,Victoria,2025-06-08T01:25:28.621385
27,11,42.32331787109375,47.91359130859375,89.04453125,0,39.27,0.9522656250000001,28.476061401367186,-23.109375,4.154609375,Derrota,2025-06-08T01:26:34.702940
27,12,42.32331787109375,47.91359130859375,89.04453125,0,39.27,0.9522656250000001,28.476061401367186,-23.109375,4.154609375,Victoria,2025-06-08T01:27:41.251162
28,11,42.32331787109375,47.91359130859375,88.51,-5.155572509765625,45.07,0,28.476061401367186,-36.72,4.154609375,Derrota,2025-06-08T01:29:24.754598
28,12,42.32331787109375,47.91359130859375,88.51,-5.155572509765625,45.07,0,28.476061401367186,-36.72,4.154609375,Victoria,2025-06-08T01:31:10.892779
29,11,42.32331787109375,47.91359130859375,77.29,-5.155572509765625,35.14758483886719,0.47613281250000006,41.39,-29.9146875,4.154609375,Derrota,2025-06-08T01:32:56.709925
29,12,42.32331787109375,47.91359130859375,77.29,-5.155572509765625,35.14758483886719,0.47613281250000006,41.39,-29.9146875,4.154609375,Victoria,2025-06-08T01:34:42.864711
30,11,42.32331787109375,63.94,100,-34.05,35.14758483886719,0.47613281250000006,34.933030700683595,-6.44,0,Derrota,2025-06-08T01:36:27.021115
30,12,42.32331787109375,63.94,100,-34.05,35.14758483886719,0.47613281250000006,34.933030700683595,-6.44,0,Victoria,2025-06-08T01:38:11.825286
31,11,42.32331787109375,55.926795654296875,91.51681640625,-19.602786254882812,35.14758483886719,2.38,34.933030700683595,-18.17734375,2.0773046875,Derrota,2025-06-08T01:39:55.279191
31,12,42.32331787109375,55.926795654296875,91.51681640625,-19.602786254882812,35.14758483886719,2.38,34.933030700683595,-18.17734375,2.0773046875,Victoria,2025-06-08T01:41:39.720200
32,11,47.75,50.34,91.51681640625,-19.602786254882812,35.14758483886719,12.58,59.86,-18.17734375,2.0773046875,Victoria,2025-06-08T01:43:24.805654
32,12,47.75,50.34,91.51681640625,-19.602786254882812,35.14758483886719,12.58,59.86,-18.17734375,2.0773046875,Derrota,2025-06-08T01:45:10.711563
33,11,45.036658935546875,53.13339782714844,100,-8.31,56.58,7.004033203125,47.3965153503418,-18.17734375,2.0773046875,Derrota,2025-06-08T01:46:51.453642
33,12,45.036658935546875,53.13339782714844,100,-8.31,56.58,7.004033203125,47.3965153503418,-18.17734375,2.0773046875,Victoria,2025-06-08T01:48:32.258984
34,11,45.036658935546875,26.82,95.758408203125,-12.13,45.863792419433594,0,47.3965153503418,-18.17734375,2.0773046875,Derrota,2025-06-08T01:50:14.197824
34,12,45.036658935546875,26.82,95.758408203125,-12.13,45.863792419433594,0,47.3965153503418,-18.17734375,2.0773046875,Victoria,2025-06-08T01:51:58.032933
35,11,45.036658935546875,49.91,95.758408203125,-13.043196563720702,45.863792419433594,6.04,47.3965153503418,0,18.89,Derrota,2025-06-08T01:53:41.558506
35,12,45.036658935546875,49.91,95.758408203125,-13.043196563720702,45.863792419433594,6.04,47.3965153503418,0,18.89,Victoria,2025-06-08T01:55:24.763246
36,11,26.63,71.36,86.2,0,60.11,4.77100830078125,47.3965153503418,-9.088671875,0,Derrota,2025-06-08T01:57:05.334386
36,12,26.63,71.36,86.2,0,60.11,4.77100830078125,47.3965153503418,-9.088671875,0,Victoria,2025-06-08T01:58:45.620421
37,11,35.83332946777344,58.15167472839356,90.9792041015625,-6.521598281860351,41.46,4.77100830078125,47.3965153503418,-9.088671875,5.241826171875,Derrota,2025-06-08T02:00:58.649868
37,12,35.83332946777344,58.15167472839356,90.9792041015625,-6.521598281860351,41.46,4.77100830078125,47.3965153503418,-9.088671875,5.241826171875,Victoria,2025-06-08T02:03:11.246334
38,11,35.83332946777344,47.24,98.54,-29.72,47.2234481048584,4.77100830078125,47.3965153503418,-9.088671875,0,Derrota,2025-06-08T02:04:51.016222
38,12,35.83332946777344,47.24,98.54,-29.72,47.2234481048584,4.77100830078125,47.3965153503418,-9.088671875,0,Victoria,2025-06-08T02:06:31.227264
39,11,35.83332946777344,52.69583736419678,94.75960205078125,-18.120799140930174,47.2234481048584,4.77100830078125,47.3965153503418,-9.088671875,2.6209130859375,Derrota,2025-06-08T02:08:13.473867
39,12,35.83332946777344,52.69583736419678,94.75960205078125,-18.120799140930174,47.2234481048584,4.77100830078125,47.3965153503418,-9.088671875,2.6209130859375,Victoria,2025-06-08T02:09:55.628615
40,11,35.83332946777344,52.69583736419678,85.78,-18.120799140930174,55.61,17.73,47.3965153503418,-9.088671875,6.66,Derrota,2025-06-08T02:11:37.925446
40,12,35.83332946777344,52.69583736419678,85.78,-18.120799140930174,55.61,17.73,47.3965153503418,-9.088671875,6.66,Victoria,2025-06-08T02:13:20.860135
41,11,35.83332946777344,52.69583736419678,100,-30.81,51.4167240524292,0,47.3965153503418,-18.99,4.64045654296875,Victoria,2025-06-08T02:15:22.753615
41,12,35.83332946777344,52.69583736419678,100,-30.81,51.4167240524292,0,47.3965153503418,-18.99,4.64045654296875,Derrota,2025-06-08T02:17:24.615850
42,11,35.83332946777344,45.85,69.71,-24.465399570465088,67.14,1.49,47.3965153503418,-14.039335937499999,4.64045654296875,Derrota,2025-06-08T02:18:54.795004
42,12,35.83332946777344,45.85,69.71,-24.465399570465088,67.14,1.49,47.3965153503418,-14.039335937499999,4.64045654296875,Victoria,2025-06-08T02:20:26.457613
43,11,35.83332946777344,49.27291868209839,90.53,-26.59,59.2783620262146,0,47.3965153503418,-14.039335937499999,4.64045654296875,Derrota,2025-06-08T02:22:29.712562
43,12,35.83332946777344,49.27291868209839,90.53,-26.59,59.2783620262146,0,47.3965153503418,-14.039335937499999,4.64045654296875,Victoria,2025-06-08T02:24:31.139693
44,11,35.83332946777344,27.03,86.47622512817382,-25.527699785232542,59.2783620262146,29.82,47.3965153503418,0,20.95,Derrota,2025-06-08T02:26:31.008874
44,12,35.83332946777344,27.03,86.47622512817382,-25.527699785232542,59.2783620262146,29.82,47.3965153503418,0,20.95,Victoria,2025-06-08T02:28:31.855797
45,11,35.83332946777344,38.1514593410492,63.33,-25.527699785232542,59.2783620262146,1.38,47.3965153503418,-7.019667968749999,12.795228271484374,Victoria,2025-06-08T02:30:54.018710
45,12,35.83332946777344,38.1514593410492,63.33,-25.527699785232542,59.2783620262146,1.38,47.3965153503418,-7.019667968749999,12.795228271484374,Derrota,2025-06-08T02:33:15.600273
46,11,6.43,38.1514593410492,96.87,-47.27,59.62,8.589703254699707,56.34,-7.019667968749999,12.795228271484374,Victoria,2025-06-08T02:35:37.200963
46,12,6.43,38.1514593410492,96.87,-47.27,59.62,8.589703254699707,56.34,-7.019667968749999,12.795228271484374,Derrota,2025-06-08T02:37:57.783579
47,11,21.13166473388672,61.27,85.88655628204346,-36.39884989261627,59.4491810131073,8.589703254699707,51.8682576751709,-7.019667968749999,12.795228271484374,Derrota,2025-06-08T02:39:56.997122
47,12,21.13166473388672,61.27,85.88655628204346,-36.39884989261627,59.4491810131073,8.589703254699707,51.8682576751709,-7.019667968749999,12.795228271484374,Victoria,2025-06-08T02:41:55.167630
48,11,14.81,49.7107296705246,85.88655628204346,-36.39884989261627,59.4491810131073,8.589703254699707,51.8682576751709,-7.019667968749999,12.795228271484374,Derrota,2025-06-08T02:43:54.275595
48,12,14.81,49.7107296705246,85.88655628204346,-36.39884989261627,59.4491810131073,8.589703254699707,51.8682576751709,-7.019667968749999,12.795228271484374,Victoria,2025-06-08T02:45:52.233743
49,11,17.49,49.7107296705246,85.88655628204346,-36.39884989261627,59.4491810131073,8.589703254699707,51.8682576751709,-11.64,12.795228271484374,Derrota,2025-06-08T02:47:52.455690
49,12,17.49,49.7107296705246,85.88655628204346,-36.39884989261627,59.4491810131073,8.589703254699707,51.8682576751709,-11.64,12.795228271484374,Victoria,2025-06-08T02:49:53.328527
50,11,17.73041618347168,65.8,85.88655628204346,-36.39884989261627,59.4491810131073,8.589703254699707,51.8682576751709,-9.329833984375,37.7,Victoria,2025-06-08T02:51:50.598488
50,12,17.73041618347168,65.8,85.88655628204346,-36.39884989261627,59.4491810131073,8.589703254699707,51.8682576751709,-9.329833984375,37.7,Derrota,2025-06-08T02:53:48.846624
51,11,17.73041618347168,57.7553648352623,85.88655628204346,-36.39884989261627,59.4491810131073,27.63,51.8682576751709,-9.329833984375,34.73,Victoria,2025-06-08T02:55:45.564139
51,12,17.73041618347168,57.7553648352623,85.88655628204346,-36.39884989261627,59.4491810131073,27.63,51.8682576751709,-9.329833984375,34.73,Derrota,2025-06-08T02:57:44.516939
52,11,17.73041618347168,58.91,85.88655628204346,-17.02,59.4491810131073,18.109851627349855,51.8682576751709,-9.329833984375,29.988807067871093,Derrota,2025-06-08T02:59:46.616055
52,12,17.73041618347168,58.91,85.88655628204346,-17.02,59.4491810131073,18.109851627349855,51.8682576751709,-9.329833984375,29.988807067871093,Victoria,2025-06-08T03:01:44.170929
53,11,29.7,77.75,85.88655628204346,-26.709424946308133,59.4491810131073,18.109851627349855,68.09,-9.329833984375,29.988807067871093,Derrota,2025-06-08T03:03:43.577076
53,12,29.7,77.75,85.88655628204346,-26.709424946308133,59.4491810131073,18.109851627349855,68.09,-9.329833984375,29.988807067871093,Victoria,2025-06-08T03:05:41.352095
54,11,23.71520809173584,68.04134120881557,85.88655628204346,-26.709424946308133,59.4491810131073,18.109851627349855,59.97912883758545,-9.329833984375,29.988807067871093,Derrota,2025-06-08T03:07:29.874274
54,12,23.71520809173584,68.04134120881557,85.88655628204346,-26.709424946308133,59.4491810131073,18.109851627349855,59.97912883758545,-9.329833984375,29.988807067871093,Victoria,2025-06-08T03:09:19.068868
55,11,23.71520809173584,41.29,85.88655628204346,-11.39,78.04,18.109851627349855,59.97912883758545,-9.329833984375,17.7,Derrota,2025-06-08T03:11:07.912257
55,12,23.71520809173584,41.29,85.88655628204346,-11.39,78.04,18.109851627349855,59.97912883758545,-9.329833984375,17.7,Victoria,2025-06-08T03:12:55.597986
56,11,10.83,49.18,85.88655628204346,-19.049712473154067,68.74459050655365,18.109851627349855,59.97912883758545,-9.329833984375,8.13,Derrota,2025-06-08T03:15:19.939232
56,12,10.83,49.18,85.88655628204346,-19.049712473154067,68.74459050655365,18.109851627349855,59.97912883758545,-9.329833984375,8.13,Victoria,2025-06-08T03:17:43.961265
57,11,17.27260404586792,72.14,85.88655628204346,-43.13,68.74459050655365,11.49,64.18,-9.329833984375,15.987201766967775,Victoria,2025-06-08T03:19:50.817041
57,12,17.27260404586792,72.14,85.88655628204346,-43.13,68.74459050655365,11.49,64.18,-9.329833984375,15.987201766967775,Derrota,2025-06-08T03:21:55.370218
58,11,17.27260404586792,83.05,67.11,-25.93,68.74459050655365,14.799925813674928,35.7,-9.329833984375,15.987201766967775,Victoria,2025-06-08T03:23:44.276250
58,12,17.27260404586792,83.05,67.11,-25.93,68.74459050655365,14.799925813674928,35.7,-9.329833984375,15.987201766967775,Derrota,2025-06-08T03:25:35.355793
59,11,25.68,66.75,82.37,-28.509928118288517,73.72,14.799925813674928,46.76,-9.329833984375,15.987201766967775,Victoria,2025-06-08T03:27:56.476684
59,12,25.68,66.75,82.37,-28.509928118288517,73.72,14.799925813674928,46.76,-9.329833984375,15.987201766967775,Derrota,2025-06-08T03:30:17.431612
60,11,21.476302022933957,69.64535441277549,94.4,-32.09,71.23229525327682,14.799925813674928,47.82489110469818,-9.329833984375,15.987201766967775,Derrota,2025-06-08T03:32:09.538542
60,12,21.476302022933957,69.64535441277549,94.4,-32.09,71.23229525327682,14.799925813674928,47.82489110469818,-9.329833984375,15.987201766967775,Victoria,2025-06-08T03:34:02.168137
61,11,0,69.64535441277549,86.91706953525544,-9.91,71.23229525327682,0,47.82489110469818,-9.329833984375,15.987201766967775,Derrota,2025-06-08T03:35:53.244006
61,12,0,69.64535441277549,86.91706953525544,-9.91,71.23229525327682,0,47.82489110469818,-9.329833984375,15.987201766967775,Victoria,2025-06-08T03:37:44.869728
62,11,5.74,69.64535441277549,86.91706953525544,-20.104982029572128,71.23229525327682,12.59,47.82489110469818,-2.29,15.987201766967775,Derrota,2025-06-08T03:40:15.833515
62,12,5.74,69.64535441277549,86.91706953525544,-20.104982029572128,71.23229525327682,12.59,47.82489110469818,-2.29,15.987201766967775,Victoria,2025-06-08T03:42:45.873961
63,11,8.239075505733489,94.79,100,-38.47,71.23229525327682,9.994981453418731,59.92,-5.8099169921875,42.48,Victoria,2025-06-08T03:44:46.631448
63,12,8.239075505733489,94.79,100,-38.47,71.23229525327682,9.994981453418731,59.92,-5.8099169921875,42.48,Derrota,2025-06-08T03:46:49.000919
64,11,8.239075505733489,66.72,93.45853476762773,-29.287491014786063,71.23229525327682,8.27,53.87244555234909,-5.8099169921875,29.233600883483888,Victoria,2025-06-08T03:48:50.720867
64,12,8.239075505733489,66.72,93.45853476762773,-29.287491014786063,71.23229525327682,8.27,53.87244555234909,-5.8099169921875,29.233600883483888,Derrota,2025-06-08T03:50:53.571352
65,11,8.239075505733489,46.8,93.45853476762773,-29.287491014786063,71.23229525327682,16.97,27.26,-2.72,29.233600883483888,Victoria,2025-06-08T03:52:48.632683
65,12,8.239075505733489,46.8,93.45853476762773,-29.287491014786063,71.23229525327682,16.97,27.26,-2.72,29.233600883483888,Derrota,2025-06-08T03:54:44.567712
66,11,8.239075505733489,80.29,93.45853476762773,-27.25,71.23229525327682,13.051245363354681,40.56622277617455,-16.71,8.24,Victoria,2025-06-08T03:56:28.867522
66,12,8.239075505733489,80.29,93.45853476762773,-27.25,71.23229525327682,13.051245363354681,40.56622277617455,-16.71,8.24,Derrota,2025-06-08T03:58:12.738520
67,11,12.02,70.46220965079847,93.45853476762773,-2.12,71.23229525327682,0,40.56622277617455,-10.487479248046876,18.736800441741945,Derrota,2025-06-08T04:00:11.126044
67,12,12.02,70.46220965079847,93.45853476762773,-2.12,71.23229525327682,0,40.56622277617455,-10.487479248046876,18.736800441741945,Victoria,2025-06-08T04:02:05.992573
68,11,8.84,70.46220965079847,93.45853476762773,-15.194372753696516,71.23229525327682,11.74,40.56622277617455,-10.487479248046876,18.736800441741945,Victoria,2025-06-08T04:04:09.412311
68,12,8.84,70.46220965079847,93.45853476762773,-15.194372753696516,71.23229525327682,11.74,40.56622277617455,-10.487479248046876,18.736800441741945,Derrota,2025-06-08T04:06:12.783927
69,11,9.484768876433371,57.68,93.45853476762773,-15.194372753696516,96.14,9.132811340838671,40.56622277617455,-34.74,18.736800441741945,Derrota,2025-06-08T04:08:18.460717
69,12,9.484768876433371,57.68,93.45853476762773,-15.194372753696516,96.14,9.132811340838671,40.56622277617455,-34.74,18.736800441741945,Victoria,2025-06-08T04:10:21.777487
70,11,0,64.07110482539923,100,-15.194372753696516,83.68614762663842,9.132811340838671,40.56622277617455,-39.08,0,Derrota,2025-06-08T04:12:29.214811
70,12,0,64.07110482539923,100,-15.194372753696516,83.68614762663842,9.132811340838671,40.56622277617455,-39.08,0,Victoria,2025-06-08T04:14:34.638997
71,11,4.7423844382166855,64.07110482539923,91.54,-15.194372753696516,83.68614762663842,15.03,34.01,-30.846869812011718,9.368400220870972,Derrota,2025-06-08T04:17:10.243464
71,12,4.7423844382166855,64.07110482539923,91.54,-15.194372753696516,83.68614762663842,15.03,34.01,-30.846869812011718,9.368400220870972,Victoria,2025-06-08T04:19:47.157369
72,11,4.7423844382166855,64.07110482539923,100,-15.194372753696516,83.68614762663842,34.96,37.28811138808727,-34.79,9.368400220870972,Victoria,2025-06-08T04:22:24.816485
72,12,4.7423844382166855,64.07110482539923,100,-15.194372753696516,83.68614762663842,34.96,37.28811138808727,-34.79,9.368400220870972,Derrota,2025-06-08T04:25:03.429336
73,11,4.7423844382166855,64.07110482539923,97.06731684595347,-15.194372753696516,100,23.52070283520967,37.28811138808727,-32.81843490600586,9.368400220870972,Victoria,2025-06-08T04:27:44.499319
73,12,4.7423844382166855,64.07110482539923,97.06731684595347,-15.194372753696516,100,23.52070283520967,37.28811138808727,-32.81843490600586,9.368400220870972,Derrota,2025-06-08T04:30:26.551950
74,11,4.7423844382166855,64.07110482539923,97.06731684595347,-43.96,91.84307381331921,23.52070283520967,37.28811138808727,-18.35,9.368400220870972,Victoria,2025-06-08T04:33:08.999253
74,12,4.7423844382166855,64.07110482539923,97.06731684595347,-43.96,91.84307381331921,23.52070283520967,37.28811138808727,-18.35,9.368400220870972,Derrota,2025-06-08T04:35:52.540126
75,11,4.7423844382166855,64.07110482539923,97.06731684595347,-29.57718637684826,91.84307381331921,23.52070283520967,66.48,-0.51,9.368400220870972,Victoria,2025-06-08T04:38:33.181852
75,12,4.7423844382166855,64.07110482539923,97.06731684595347,-29.57718637684826,91.84307381331921,23.52070283520967,66.48,-0.51,9.368400220870972,Derrota,2025-06-08T04:41:12.808835
76,11,4.7423844382166855,64.07110482539923,97.06731684595347,-3.53,100,45.32,51.88405569404364,-13.047108726501467,9.368400220870972,Derrota,2025-06-08T04:43:29.493675
76,12,4.7423844382166855,64.07110482539923,97.06731684595347,-3.53,100,45.32,51.88405569404364,-13.047108726501467,9.368400220870972,Victoria,2025-06-08T04:45:47.404452
77,11,4.7423844382166855,50.03,97.06731684595347,0,95.92153690665961,34.420351417604834,51.88405569404364,-13.047108726501467,9.368400220870972,Derrota,2025-06-08T04:48:11.047457
77,12,4.7423844382166855,50.03,97.06731684595347,0,95.92153690665961,34.420351417604834,51.88405569404364,-13.047108726501467,9.368400220870972,Victoria,2025-06-08T04:50:33.687526
78,11,4.7423844382166855,83.01,91.69,0,95.92153690665961,49.65,62.53,-13.047108726501467,0,Derrota,2025-06-08T04:52:57.399114
78,12,4.7423844382166855,83.01,91.69,0,95.92153690665961,49.65,62.53,-13.047108726501467,0,Victoria,2025-06-08T04:55:24.015127
79,11,4.7423844382166855,70.03027620634981,86.9,-4.138398297106033,95.92153690665961,42.03517570880241,56.28,-22.99,21.3,Victoria,2025-06-08T04:57:41.195270
79,12,4.7423844382166855,70.03027620634981,86.9,-4.138398297106033,95.92153690665961,42.03517570880241,56.28,-22.99,21.3,Derrota,2025-06-08T04:59:58.180656
80,11,0,78.35,90.63932921148837,0,91.02,42.03517570880241,56.74351392351091,-18.018554363250733,12.992100055217744,Victoria,2025-06-08T05:01:27.108012
80,12,0,78.35,90.63932921148837,0,91.02,42.03517570880241,56.74351392351091,-18.018554363250733,12.992100055217744,Derrota,2025-06-08T05:02:58.436318
81,11,2.3711922191083428,74.1901381031749,90.63932921148837,0,100,42.03517570880241,56.74351392351091,-18.018554363250733,12.992100055217744,Victoria,2025-06-08T05:04:57.912804
81,12,2.3711922191083428,74.1901381031749,90.63932921148837,0,100,42.03517570880241,56.74351392351091,-18.018554363250733,12.992100055217744,Derrota,2025-06-08T05:06:57.940693
82,11,2.3711922191083428,99.69,90.63932921148837,-1.0345995742765082,96.7353842266649,55.79,56.74351392351091,-18.018554363250733,12.992100055217744,Victoria,2025-06-08T05:08:56.939358
82,12,2.3711922191083428,99.69,90.63932921148837,-1.0345995742765082,96.7353842266649,55.79,56.74351392351091,-18.018554363250733,12.992100055217744,Derrota,2025-06-08T05:10:55.270465
83,11,2.3711922191083428,86.94006905158744,90.63932921148837,-1.0345995742765082,96.7353842266649,48.91258785440121,50.79,0,12.992100055217744,Victoria,2025-06-08T05:12:52.090051
83,12,2.3711922191083428,86.94006905158744,90.63932921148837,-1.0345995742765082,96.7353842266649,48.91258785440121,50.79,0,12.992100055217744,Derrota,2025-06-08T05:14:49.527875
84,11,2.3711922191083428,86.94006905158744,90.63932921148837,-1.0345995742765082,96.7353842266649,48.91258785440121,53.766756961755455,-9.009277181625366,12.992100055217744,Victoria,2025-06-08T05:16:31.115614
84,12,2.3711922191083428,86.94006905158744,90.63932921148837,-1.0345995742765082,96.7353842266649,48.91258785440121,53.766756961755455,-9.009277181625366,12.992100055217744,Derrota,2025-06-08T05:18:12.225293
85,11,0,86.94006905158744,90.63932921148837,0,100,23.93,24.23,-9.009277181625366,12.992100055217744,Victoria,2025-06-08T05:19:52.728604
85,12,0,86.94006905158744,90.63932921148837,0,100,23.93,24.23,-9.009277181625366,12.992100055217744,Derrota,2025-06-08T05:21:33.995209
86,11,1.1855961095541714,86.94006905158744,60.92,-0.5172997871382541,98.36769211333245,58.8,37.93,-9.009277181625366,12.992100055217744,Victoria,2025-06-08T05:23:26.862921
86,12,1.1855961095541714,86.94006905158744,60.92,-0.5172997871382541,98.36769211333245,58.8,37.93,-9.009277181625366,12.992100055217744,Derrota,2025-06-08T05:25:20.794941
87,11,0,86.94006905158744,75.77966460574419,-0.5172997871382541,98.36769211333245,47.6106469636003,26.31,-9.009277181625366,12.992100055217744,Derrota,2025-06-08T05:27:19.046929
87,12,0,86.94006905158744,75.77966460574419,-0.5172997871382541,98.36769211333245,47.6106469636003,26.31,-9.009277181625366,12.992100055217744,Victoria,2025-06-08T05:29:15.141880
88,11,12.3,100,75.77966460574419,-0.5172997871382541,98.36769211333245,47.6106469636003,32.38709462021943,-9.009277181625366,41.36,Victoria,2025-06-08T05:31:58.223193
88,12,12.3,100,75.77966460574419,-0.5172997871382541,98.36769211333245,47.6106469636003,32.38709462021943,-9.009277181625366,41.36,Derrota,2025-06-08T05:34:41.944626
89,11,0,93.47003452579372,75.77966460574419,-0.5172997871382541,98.36769211333245,47.6106469636003,32.38709462021943,-9.009277181625366,26.81,Victoria,2025-06-08T05:36:38.664941
89,12,0,93.47003452579372,75.77966460574419,-0.5172997871382541,98.36769211333245,47.6106469636003,32.38709462021943,-9.009277181625366,26.81,Derrota,2025-06-08T05:38:38.383855
90,11,3.2231995136942717,100,59.62,-0.36,88.44,49.82,26.22,-9.009277181625366,26.993025013804434,Derrota,2025-06-08T05:40:29.904217
90,12,3.2231995136942717,100,59.62,-0.36,88.44,49.82,26.22,-9.009277181625366,26.993025013804434,Victoria,2025-06-08T05:42:21.077921
91,11,3.2231995136942717,96.73501726289686,67.6998323028721,-0.43864989356912704,93.40384605666623,48.715323481800155,29.303547310109714,-9.009277181625366,26.993025013804434,Victoria,2025-06-08T05:44:34.477156
91,12,3.2231995136942717,96.73501726289686,67.6998323028721,-0.43864989356912704,93.40384605666623,48.715323481800155,29.303547310109714,-9.009277181625366,26.993025013804434,Derrota,2025-06-08T05:46:44.655856
92,11,0,67.15,67.6998323028721,-0.43864989356912704,93.40384605666623,48.715323481800155,29.303547310109714,-9.009277181625366,26.993025013804434,Victoria,2025-06-08T05:48:57.193542
92,12,0,67.15,67.6998323028721,-0.43864989356912704,93.40384605666623,48.715323481800155,29.303547310109714,-9.009277181625366,26.993025013804434,Derrota,2025-06-08T05:51:08.768073
93,11,1.6115997568471359,81.94250863144843,67.6998323028721,-0.43864989356912704,100,22.62,29.303547310109714,-9.009277181625366,37.46,Victoria,2025-06-08T05:52:48.763514
93,12,1.6115997568471359,81.94250863144843,67.6998323028721,-0.43864989356912704,100,22.62,29.303547310109714,-9.009277181625366,37.46,Derrota,2025-06-08T05:54:26.192781
94,11,1.6115997568471359,81.94250863144843,67.6998323028721,0,96.70192302833311,49.78,6.52,-9.009277181625366,32.22651250690222,Victoria,2025-06-08T05:56:04.621609
94,12,1.6115997568471359,81.94250863144843,67.6998323028721,0,96.70192302833311,49.78,6.52,-9.009277181625366,32.22651250690222,Derrota,2025-06-08T05:57:42.794456
95,11,0,81.94250863144843,77.2,-8.6,96.70192302833311,42.723830870450044,17.91177365505486,0,32.22651250690222,Victoria,2025-06-08T05:59:22.778922
95,12,0,81.94250863144843,77.2,-8.6,96.70192302833311,42.723830870450044,17.91177365505486,0,32.22651250690222,Derrota,2025-06-08T06:01:01.692036
96,11,0.8057998784235679,81.94250863144843,72.44991615143604,0,87.4,42.723830870450044,17.91177365505486,-4.504638590812683,11.26,Derrota,2025-06-08T06:04:50.256217
96,12,0.8057998784235679,81.94250863144843,72.44991615143604,0,87.4,42.723830870450044,17.91177365505486,-4.504638590812683,11.26,Victoria,2025-06-08T06:08:41.945768
97,11,0,100,72.44991615143604,-2.204831236696141,100,42.723830870450044,15.01,-4.504638590812683,10.7,Derrota,2025-06-08T06:12:18.483916
97,12,0,100,72.44991615143604,-2.204831236696141,100,42.723830870450044,15.01,-4.504638590812683,10.7,Victoria,2025-06-08T06:15:56.024988
98,11,27.27,100,69.53,-2.204831236696141,96.02548075708327,42.723830870450044,31.9,-4.504638590812683,16.221628126725555,Derrota,2025-06-08T06:18:50.180421
98,12,27.27,100,69.53,-2.204831236696141,96.02548075708327,42.723830870450044,31.9,-4.504638590812683,16.221628126725555,Victoria,2025-06-08T06:21:45.548813
99,11,13.836449969605892,95.48562715786211,70.98995807571802,-2.204831236696141,96.02548075708327,42.723830870450044,24.18044341376371,-4.504638590812683,10.38,Derrota,2025-06-08T06:24:20.881806
99,12,13.836449969605892,95.48562715786211,70.98995807571802,-2.204831236696141,96.02548075708327,42.723830870450044,24.18044341376371,-4.504638590812683,10.38,Victoria,2025-06-08T06:26:56.088012
100,11,13.836449969605892,100,70.98995807571802,-2.204831236696141,96.02548075708327,55.58,41.29,0,13.300814063362779,Derrota,2025-06-08T06:29:32.325755
100,12,13.836449969605892,100,70.98995807571802,-2.204831236696141,96.02548075708327,55.58,41.29,0,13.300814063362779,Victoria,2025-06-08T06:32:07.846553
101,11,20.95,95.49,70.98995807571802,-29.11,100,49.15191543522502,32.73522170688186,-9.4,13.300814063362779,Derrota,2025-06-08T06:37:37.231444
101,12,20.95,95.49,70.98995807571802,-29.11,100,49.15191543522502,32.73522170688186,-9.4,13.300814063362779,Victoria,2025-06-08T06:43:16.630851
102,11,25.79,96.61640678946551,87.16,-15.65741561834807,98.01274037854164,49.15191543522502,32.73522170688186,-21.99,13.300814063362779,Derrota,2025-06-08T06:46:09.897028
102,12,25.79,96.61640678946551,87.16,-15.65741561834807,98.01274037854164,49.15191543522502,32.73522170688186,-21.99,13.300814063362779,Victoria,2025-06-08T06:48:58.924945
103,11,39.28,96.61640678946551,79.07497903785901,-9.64,80.91,49.15191543522502,32.73522170688186,-17.07,13.300814063362779,Derrota,2025-06-08T06:51:53.217631
103,12,39.28,96.61640678946551,79.07497903785901,-9.64,80.91,49.15191543522502,32.73522170688186,-17.07,13.300814063362779,Victoria,2025-06-08T06:54:49.256951
104,11,30.435806246200737,96.61640678946551,94.25,-12.648707809174034,89.46137018927081,49.15191543522502,56.11,-45.27,13.300814063362779,Victoria,2025-06-08T06:57:36.641200
104,12,30.435806246200737,96.61640678946551,94.25,-12.648707809174034,89.46137018927081,49.15191543522502,56.11,-45.27,13.300814063362779,Derrota,2025-06-08T07:00:22.349280
105,11,31.14,96.61640678946551,86.6624895189295,-16.85,89.46137018927081,26.3,44.42261085344093,-56.78,13.300814063362779,Derrota,2025-06-08T07:02:56.941959
105,12,31.14,96.61640678946551,86.6624895189295,-16.85,89.46137018927081,26.3,44.42261085344093,-56.78,13.300814063362779,Victoria,2025-06-08T07:05:34.578560
106,11,6.35,96.61640678946551,86.6624895189295,-43.11,89.46137018927081,37.72595771761251,44.42261085344093,-43.57975997798145,13.300814063362779,Derrota,2025-06-08T07:07:53.134359
