funcid,dim,milestone,error
3,50,1,7.114655e+05
3,50,2,6.138239e+05
3,50,3,5.280695e+05
3,50,5,3.867168e+05
3,50,10,1.668462e+05
3,50,20,2.149364e+04
3,50,30,4.133225e+02
3,50,40,2.756069e-01
3,50,50,1.262184e-04
3,50,60,5.546690e-08
3,50,70,7.478889e-10
3,50,80,5.229026e-10
3,50,90,4.934577e-10
3,50,100,4.365006e-10
3,50,1,5.548812e+05
3,50,2,4.785803e+05
3,50,3,4.117612e+05
3,50,5,3.012527e+05
3,50,10,1.240717e+05
3,50,20,1.470038e+04
3,50,30,1.993589e+02
3,50,40,9.265769e-02
3,50,50,5.249914e-05
3,50,60,2.281428e-08
3,50,70,7.571543e-10
3,50,80,6.583605e-10
3,50,90,5.488801e-10
3,50,100,5.019274e-10
3,50,1,5.596987e+05
3,50,2,4.815928e+05
3,50,3,4.118363e+05
3,50,5,2.985847e+05
3,50,10,1.321658e+05
3,50,20,1.652011e+04
3,50,30,3.133340e+02
3,50,40,1.786502e-01
3,50,50,1.117444e-04
3,50,60,4.790598e-08
3,50,70,9.245014e-10
3,50,80,7.678977e-10
3,50,90,6.571099e-10
3,50,100,5.891252e-10
3,50,1,3.580938e+05
3,50,2,3.050611e+05
3,50,3,2.535880e+05
3,50,5,1.755157e+05
3,50,10,7.113527e+04
3,50,20,5.168882e+03
3,50,30,1.967914e+01
3,50,40,9.713439e-03
3,50,50,5.690322e-06
3,50,60,2.603940e-09
3,50,70,8.593020e-10
3,50,80,6.763798e-10
3,50,90,5.933884e-10
3,50,100,5.703100e-10
3,50,1,4.642826e+05
3,50,2,3.936664e+05
3,50,3,3.360805e+05
3,50,5,2.397090e+05
3,50,10,1.039590e+05
3,50,20,1.106613e+04
3,50,30,1.100059e+02
3,50,40,7.491078e-02
3,50,50,4.106672e-05
3,50,60,2.238278e-08
3,50,70,7.036078e-10
3,50,80,5.633751e-10
3,50,90,4.844765e-10
3,50,100,4.586695e-10
3,50,1,5.036292e+05
3,50,2,4.275615e+05
3,50,3,3.634459e+05
3,50,5,2.589289e+05
3,50,10,1.071820e+05
3,50,20,1.305229e+04
3,50,30,2.155181e+02
3,50,40,1.530448e-01
3,50,50,6.551590e-05
3,50,60,2.811527e-08
3,50,70,8.270149e-10
3,50,80,6.893401e-10
3,50,90,6.194227e-10
3,50,100,4.145022e-10
3,50,1,5.033078e+05
3,50,2,4.168464e+05
3,50,3,3.493593e+05
3,50,5,2.429750e+05
3,50,10,9.129494e+04
3,50,20,8.162883e+03
3,50,30,4.220755e+01
3,50,40,3.246879e-02
3,50,50,1.725615e-05
3,50,60,1.205228e-08
3,50,70,8.581651e-10
3,50,80,7.144081e-10
3,50,90,5.820766e-10
3,50,100,5.426273e-10
3,50,1,6.892270e+05
3,50,2,5.941771e+05
3,50,3,5.144260e+05
3,50,5,3.714146e+05
3,50,10,1.698715e+05
3,50,20,2.809216e+04
3,50,30,8.745307e+02
3,50,40,7.838568e-01
3,50,50,3.315168e-04
3,50,60,1.458280e-07
3,50,70,6.210712e-10
3,50,80,5.568950e-10
3,50,90,5.174456e-10
3,50,100,4.305321e-10
3,50,1,5.504439e+05
3,50,2,4.783127e+05
3,50,3,4.230190e+05
3,50,5,3.241036e+05
3,50,10,1.613921e+05
3,50,20,2.629900e+04
3,50,30,7.520184e+02
3,50,40,6.220272e-01
3,50,50,2.851890e-04
3,50,60,1.378553e-07
3,50,70,6.706955e-10
3,50,80,6.400569e-10
3,50,90,6.025971e-10
3,50,100,5.763923e-10
3,50,1,6.923813e+05
3,50,2,5.916538e+05
3,50,3,5.026790e+05
3,50,5,3.612519e+05
3,50,10,1.461221e+05
3,50,20,1.700625e+04
3,50,30,3.645757e+02
3,50,40,2.558425e-01
3,50,50,1.038875e-04
3,50,60,5.737706e-08
3,50,70,5.134666e-10
3,50,80,4.919798e-10
3,50,90,4.833964e-10
3,50,100,4.681624e-10
