funcid,dim,milestone,error
8,50,1,7.362573e+02
8,50,2,7.362573e+02
8,50,3,7.362573e+02
8,50,5,7.362573e+02
8,50,10,7.362573e+02
8,50,20,7.362573e+02
8,50,30,7.362573e+02
8,50,40,7.362573e+02
8,50,50,7.362573e+02
8,50,60,7.362573e+02
8,50,70,7.362573e+02
8,50,80,7.362573e+02
8,50,90,7.362573e+02
8,50,100,7.362573e+02
8,50,1,5.094125e+02
8,50,2,5.094125e+02
8,50,3,5.094125e+02
8,50,5,5.094125e+02
8,50,10,5.094125e+02
8,50,20,5.094125e+02
8,50,30,5.094125e+02
8,50,40,5.094125e+02
8,50,50,5.094125e+02
8,50,60,5.094125e+02
8,50,70,5.094125e+02
8,50,80,5.094125e+02
8,50,90,5.094125e+02
8,50,100,5.094125e+02
8,50,1,7.272992e+02
8,50,2,7.272992e+02
8,50,3,7.272992e+02
8,50,5,7.272992e+02
8,50,10,7.272992e+02
8,50,20,7.272992e+02
8,50,30,7.272992e+02
8,50,40,7.272992e+02
8,50,50,7.272992e+02
8,50,60,7.272992e+02
8,50,70,7.272992e+02
8,50,80,7.272992e+02
8,50,90,7.272992e+02
8,50,100,7.272992e+02
8,50,1,6.387529e+02
8,50,2,6.387529e+02
8,50,3,6.387529e+02
8,50,5,6.387529e+02
8,50,10,6.387529e+02
8,50,20,6.387529e+02
8,50,30,6.387529e+02
8,50,40,6.387529e+02
8,50,50,6.387529e+02
8,50,60,6.387529e+02
8,50,70,6.387529e+02
8,50,80,6.387529e+02
8,50,90,6.387529e+02
8,50,100,6.387529e+02
8,50,1,6.805390e+02
8,50,2,6.805390e+02
8,50,3,6.805390e+02
8,50,5,6.805390e+02
8,50,10,6.805390e+02
8,50,20,6.805390e+02
8,50,30,6.805390e+02
8,50,40,6.805390e+02
8,50,50,6.805390e+02
8,50,60,6.805390e+02
8,50,70,6.805390e+02
8,50,80,6.805390e+02
8,50,90,6.805390e+02
8,50,100,6.805390e+02
8,50,1,6.328130e+02
8,50,2,6.328130e+02
8,50,3,6.328130e+02
8,50,5,6.328130e+02
8,50,10,6.328130e+02
8,50,20,6.328129e+02
8,50,30,6.328127e+02
8,50,40,6.328124e+02
8,50,50,6.328124e+02
8,50,60,6.328123e+02
8,50,70,6.328123e+02
8,50,80,6.328123e+02
8,50,90,6.328123e+02
8,50,100,6.328122e+02
8,50,1,6.173357e+02
8,50,2,6.173357e+02
8,50,3,6.173357e+02
8,50,5,6.173357e+02
8,50,10,6.173357e+02
8,50,20,6.173357e+02
8,50,30,6.173357e+02
8,50,40,6.173357e+02
8,50,50,6.173357e+02
8,50,60,6.173357e+02
8,50,70,6.173357e+02
8,50,80,6.173357e+02
8,50,90,6.173357e+02
8,50,100,6.173357e+02
8,50,1,6.855595e+02
8,50,2,6.855594e+02
8,50,3,6.855594e+02
8,50,5,6.855594e+02
8,50,10,6.855594e+02
8,50,20,6.855594e+02
8,50,30,6.855594e+02
8,50,40,6.855594e+02
8,50,50,6.855594e+02
8,50,60,6.855594e+02
8,50,70,6.855594e+02
8,50,80,6.855594e+02
8,50,90,6.855594e+02
8,50,100,6.855594e+02
8,50,1,5.602211e+02
8,50,2,5.602191e+02
8,50,3,5.602191e+02
8,50,5,5.602191e+02
8,50,10,5.602191e+02
8,50,20,5.602191e+02
8,50,30,5.602191e+02
8,50,40,5.602191e+02
8,50,50,5.602191e+02
8,50,60,5.602191e+02
8,50,70,5.602191e+02
8,50,80,5.602191e+02
8,50,90,5.602191e+02
8,50,100,5.602191e+02
8,50,1,5.704660e+02
8,50,2,5.704643e+02
8,50,3,5.704643e+02
8,50,5,5.704643e+02
8,50,10,5.704643e+02
8,50,20,5.704643e+02
8,50,30,5.704643e+02
8,50,40,5.704643e+02
8,50,50,5.704643e+02
8,50,60,5.704643e+02
8,50,70,5.704643e+02
8,50,80,5.704643e+02
8,50,90,5.704643e+02
8,50,100,5.704643e+02
