funcid,dim,milestone,error
12,50,1,5.733956e+10
12,50,2,5.733956e+10
12,50,3,5.733956e+10
12,50,5,5.733956e+10
12,50,10,5.403147e+10
12,50,20,5.403147e+10
12,50,30,4.781892e+10
12,50,40,4.781892e+10
12,50,50,3.976787e+10
12,50,60,3.976787e+10
12,50,70,3.142678e+10
12,50,80,3.142678e+10
12,50,90,3.142678e+10
12,50,100,3.142678e+10
12,50,1,8.390814e+10
12,50,2,7.408617e+10
12,50,3,4.866908e+10
12,50,5,4.866908e+10
12,50,10,4.866908e+10
12,50,20,4.866908e+10
12,50,30,4.866908e+10
12,50,40,4.650305e+10
12,50,50,3.867557e+10
12,50,60,3.867557e+10
12,50,70,3.761263e+10
12,50,80,3.025218e+10
12,50,90,3.025218e+10
12,50,100,3.025218e+10
12,50,1,8.160513e+10
12,50,2,8.160513e+10
12,50,3,6.637803e+10
12,50,5,6.637803e+10
12,50,10,4.458666e+10
12,50,20,4.100902e+10
12,50,30,4.100902e+10
12,50,40,4.100902e+10
12,50,50,3.683099e+10
12,50,60,3.096429e+10
12,50,70,3.096429e+10
12,50,80,3.096429e+10
12,50,90,3.096429e+10
12,50,100,3.096429e+10
12,50,1,8.126726e+10
12,50,2,5.461712e+10
12,50,3,5.461712e+10
12,50,5,5.461712e+10
12,50,10,5.461712e+10
12,50,20,5.461712e+10
12,50,30,5.461712e+10
12,50,40,4.496244e+10
12,50,50,4.496244e+10
12,50,60,3.788242e+10
12,50,70,3.443698e+10
12,50,80,3.443698e+10
12,50,90,3.443698e+10
12,50,100,3.443698e+10
12,50,1,8.147632e+10
12,50,2,6.819721e+10
12,50,3,6.819721e+10
12,50,5,5.864124e+10
12,50,10,4.873018e+10
12,50,20,4.873018e+10
12,50,30,4.873018e+10
12,50,40,4.157419e+10
12,50,50,3.842352e+10
12,50,60,3.736954e+10
12,50,70,3.218596e+10
12,50,80,3.218596e+10
12,50,90,3.218596e+10
12,50,100,3.218596e+10
12,50,1,6.016136e+10
12,50,2,6.016136e+10
12,50,3,6.016136e+10
12,50,5,6.016136e+10
12,50,10,5.654693e+10
12,50,20,5.654693e+10
12,50,30,5.654693e+10
12,50,40,4.483346e+10
12,50,50,4.124949e+10
12,50,60,4.124949e+10
12,50,70,3.794590e+10
12,50,80,3.134540e+10
12,50,90,3.134540e+10
12,50,100,3.134540e+10
12,50,1,8.410279e+10
12,50,2,7.333361e+10
12,50,3,7.040828e+10
12,50,5,6.210901e+10
12,50,10,4.132847e+10
12,50,20,4.132847e+10
12,50,30,4.132847e+10
12,50,40,4.132847e+10
12,50,50,4.132847e+10
12,50,60,3.590689e+10
12,50,70,3.271920e+10
12,50,80,3.271920e+10
12,50,90,3.271920e+10
12,50,100,3.271920e+10
12,50,1,6.546580e+10
12,50,2,6.546580e+10
12,50,3,6.546580e+10
12,50,5,6.240712e+10
12,50,10,4.548075e+10
12,50,20,4.548075e+10
12,50,30,4.548075e+10
12,50,40,4.548075e+10
12,50,50,4.402329e+10
12,50,60,3.043276e+10
12,50,70,3.043276e+10
12,50,80,3.043276e+10
12,50,90,3.043276e+10
12,50,100,3.043276e+10
12,50,1,7.012513e+10
12,50,2,7.012513e+10
12,50,3,6.590902e+10
12,50,5,5.378074e+10
12,50,10,5.378074e+10
12,50,20,5.223438e+10
12,50,30,5.223438e+10
12,50,40,5.223438e+10
12,50,50,4.330694e+10
12,50,60,3.639356e+10
12,50,70,3.639356e+10
12,50,80,3.639356e+10
12,50,90,3.639356e+10
12,50,100,3.639356e+10
12,50,1,6.812565e+10
12,50,2,4.773732e+10
12,50,3,4.773732e+10
12,50,5,4.773732e+10
12,50,10,4.773732e+10
12,50,20,4.773732e+10
12,50,30,4.773732e+10
12,50,40,4.773732e+10
12,50,50,4.496106e+10
12,50,60,2.809838e+10
12,50,70,2.508704e+10
12,50,80,2.508704e+10
12,50,90,2.508704e+10
12,50,100,2.508704e+10
