funcid,dim,milestone,error
23,30,1,6.619741e+02
23,30,2,6.619597e+02
23,30,3,6.619597e+02
23,30,5,6.619597e+02
23,30,10,6.619597e+02
23,30,20,6.614565e+02
23,30,30,6.613815e+02
23,30,40,6.612825e+02
23,30,50,6.612213e+02
23,30,60,6.611203e+02
23,30,70,6.610607e+02
23,30,80,6.610156e+02
23,30,90,6.609779e+02
23,30,100,6.609604e+02
23,30,1,6.345897e+02
23,30,2,6.341252e+02
23,30,3,6.333163e+02
23,30,5,6.332871e+02
23,30,10,6.332871e+02
23,30,20,6.329194e+02
23,30,30,6.327258e+02
23,30,40,6.324434e+02
23,30,50,6.324061e+02
23,30,60,6.323548e+02
23,30,70,6.323026e+02
23,30,80,6.322028e+02
23,30,90,6.317923e+02
23,30,100,6.317428e+02
23,30,1,6.504317e+02
23,30,2,6.504317e+02
23,30,3,6.504317e+02
23,30,5,6.504317e+02
23,30,10,6.504317e+02
23,30,20,6.504068e+02
23,30,30,6.503968e+02
23,30,40,6.503756e+02
23,30,50,6.503467e+02
23,30,60,6.503325e+02
23,30,70,6.503172e+02
23,30,80,6.503125e+02
23,30,90,6.502996e+02
23,30,100,6.502914e+02
23,30,1,6.112706e+02
23,30,2,6.112706e+02
23,30,3,6.112706e+02
23,30,5,6.112706e+02
23,30,10,6.112706e+02
23,30,20,6.112448e+02
23,30,30,6.112327e+02
23,30,40,6.110874e+02
23,30,50,6.110641e+02
23,30,60,6.109612e+02
23,30,70,6.109490e+02
23,30,80,6.109276e+02
23,30,90,6.107827e+02
23,30,100,6.107807e+02
23,30,1,6.369844e+02
23,30,2,6.369441e+02
23,30,3,6.369425e+02
23,30,5,6.369423e+02
23,30,10,6.369423e+02
23,30,20,6.369423e+02
23,30,30,6.369423e+02
23,30,40,6.369423e+02
23,30,50,6.369423e+02
23,30,60,6.369423e+02
23,30,70,6.369423e+02
23,30,80,6.369423e+02
23,30,90,6.369423e+02
23,30,100,6.369423e+02
23,30,1,5.670013e+02
23,30,2,5.653672e+02
23,30,3,5.642032e+02
23,30,5,5.642032e+02
23,30,10,5.642032e+02
23,30,20,5.641559e+02
23,30,30,5.641499e+02
23,30,40,5.641322e+02
23,30,50,5.641302e+02
23,30,60,5.641233e+02
23,30,70,5.641179e+02
23,30,80,5.641163e+02
23,30,90,5.641110e+02
23,30,100,5.641056e+02
23,30,1,8.566066e+02
23,30,2,8.566065e+02
23,30,3,8.566065e+02
23,30,5,8.566065e+02
23,30,10,8.566065e+02
23,30,20,8.565416e+02
23,30,30,8.565029e+02
23,30,40,8.564565e+02
23,30,50,8.564136e+02
23,30,60,8.564114e+02
23,30,70,8.562872e+02
23,30,80,8.561935e+02
23,30,90,8.561196e+02
23,30,100,8.561036e+02
23,30,1,5.857240e+02
23,30,2,5.857240e+02
23,30,3,5.857239e+02
23,30,5,5.857239e+02
23,30,10,5.857239e+02
23,30,20,5.851153e+02
23,30,30,5.850491e+02
23,30,40,5.850413e+02
23,30,50,5.850162e+02
23,30,60,5.848142e+02
23,30,70,5.847950e+02
23,30,80,5.847789e+02
23,30,90,5.847608e+02
23,30,100,5.847415e+02
23,30,1,5.675251e+02
23,30,2,5.675251e+02
23,30,3,5.675251e+02
23,30,5,5.675251e+02
23,30,10,5.675251e+02
23,30,20,5.673216e+02
23,30,30,5.633402e+02
23,30,40,5.630239e+02
23,30,50,5.630134e+02
23,30,60,5.618581e+02
23,30,70,5.616972e+02
23,30,80,5.615320e+02
23,30,90,5.615019e+02
23,30,100,5.614920e+02
23,30,1,5.508712e+02
23,30,2,5.508704e+02
23,30,3,5.508704e+02
23,30,5,5.508704e+02
23,30,10,5.508704e+02
23,30,20,5.506129e+02
23,30,30,5.505571e+02
23,30,40,5.503100e+02
23,30,50,5.501953e+02
23,30,60,5.501486e+02
23,30,70,5.500808e+02
23,30,80,5.500522e+02
23,30,90,5.499026e+02
23,30,100,5.488567e+02
