funcid,dim,milestone,error
18,50,1,3.543224e+08
18,50,2,2.268331e+08
18,50,3,2.268331e+08
18,50,5,1.688705e+08
18,50,10,1.441053e+08
18,50,20,5.407901e+07
18,50,30,5.407901e+07
18,50,40,2.877038e+07
18,50,50,2.877038e+07
18,50,60,2.877038e+07
18,50,70,2.877038e+07
18,50,80,2.139357e+07
18,50,90,1.266309e+07
18,50,100,1.177836e+07
18,50,1,1.761641e+08
18,50,2,1.761641e+08
18,50,3,1.719142e+08
18,50,5,1.719142e+08
18,50,10,7.754117e+07
18,50,20,7.754117e+07
18,50,30,6.091648e+07
18,50,40,3.437516e+07
18,50,50,3.437516e+07
18,50,60,3.437516e+07
18,50,70,3.437516e+07
18,50,80,2.540810e+07
18,50,90,8.704959e+06
18,50,100,8.704959e+06
18,50,1,2.600153e+08
18,50,2,2.553732e+08
18,50,3,2.553732e+08
18,50,5,2.553732e+08
18,50,10,6.960838e+07
18,50,20,6.960838e+07
18,50,30,6.960838e+07
18,50,40,3.005822e+07
18,50,50,2.759675e+07
18,50,60,1.957233e+07
18,50,70,1.610812e+07
18,50,80,1.610812e+07
18,50,90,1.610812e+07
18,50,100,1.610812e+07
18,50,1,2.809547e+08
18,50,2,6.790545e+07
18,50,3,6.790545e+07
18,50,5,6.790545e+07
18,50,10,6.790545e+07
18,50,20,6.790545e+07
18,50,30,6.201441e+07
18,50,40,2.312494e+07
18,50,50,1.746334e+07
18,50,60,1.746334e+07
18,50,70,1.432312e+07
18,50,80,1.156210e+07
18,50,90,1.156210e+07
18,50,100,1.156210e+07
18,50,1,1.730515e+08
18,50,2,1.474731e+08
18,50,3,1.474731e+08
18,50,5,1.474731e+08
18,50,10,3.036435e+07
18,50,20,3.036435e+07
18,50,30,3.036435e+07
18,50,40,3.036435e+07
18,50,50,3.036435e+07
18,50,60,3.036435e+07
18,50,70,2.445280e+07
18,50,80,2.445280e+07
18,50,90,1.839121e+07
18,50,100,1.432420e+07
18,50,1,8.925382e+07
18,50,2,8.925382e+07
18,50,3,8.925382e+07
18,50,5,8.925382e+07
18,50,10,6.022616e+07
18,50,20,6.022616e+07
18,50,30,6.022616e+07
18,50,40,6.022616e+07
18,50,50,6.022616e+07
18,50,60,2.314460e+07
18,50,70,2.314460e+07
18,50,80,2.314460e+07
18,50,90,2.314460e+07
18,50,100,2.314460e+07
18,50,1,1.750457e+08
18,50,2,1.705255e+08
18,50,3,1.705255e+08
18,50,5,1.139964e+08
18,50,10,1.110202e+08
18,50,20,5.471029e+07
18,50,30,5.471029e+07
18,50,40,5.471029e+07
18,50,50,1.086454e+07
18,50,60,1.086454e+07
18,50,70,1.086454e+07
18,50,80,1.086454e+07
18,50,90,1.086454e+07
18,50,100,1.086454e+07
18,50,1,3.086379e+08
18,50,2,1.572792e+08
18,50,3,1.471342e+08
18,50,5,1.033786e+08
18,50,10,1.030476e+08
18,50,20,4.762402e+07
18,50,30,4.762402e+07
18,50,40,4.762402e+07
18,50,50,4.762402e+07
18,50,60,4.511259e+07
18,50,70,3.227839e+07
18,50,80,2.859373e+07
18,50,90,2.859373e+07
18,50,100,2.859373e+07
18,50,1,2.937125e+08
18,50,2,1.258309e+08
18,50,3,1.258309e+08
18,50,5,9.330815e+07
18,50,10,6.451831e+07
18,50,20,6.451831e+07
18,50,30,5.515423e+07
18,50,40,5.515423e+07
18,50,50,5.515423e+07
18,50,60,5.515423e+07
18,50,70,2.207349e+07
18,50,80,2.124818e+07
18,50,90,1.356111e+07
18,50,100,1.356111e+07
18,50,1,2.290354e+08
18,50,2,2.239389e+08
18,50,3,2.239389e+08
18,50,5,1.802826e+08
18,50,10,3.851415e+07
18,50,20,3.851415e+07
18,50,30,3.851415e+07
18,50,40,3.429200e+07
18,50,50,2.660397e+07
18,50,60,2.660397e+07
18,50,70,1.957875e+07
18,50,80,1.798609e+07
18,50,90,1.270557e+07
18,50,100,1.270557e+07
18,50,1,3.543224e+08
18,50,2,2.268331e+08
18,50,3,2.268331e+08
18,50,5,1.688705e+08
18,50,10,1.441053e+08
18,50,20,5.407901e+07
18,50,30,5.407901e+07
18,50,40,2.877038e+07
18,50,50,2.877038e+07
18,50,60,2.877038e+07
18,50,70,2.877038e+07
18,50,80,2.139357e+07
18,50,90,1.266309e+07
18,50,100,1.177836e+07
18,50,1,1.761641e+08
18,50,2,1.761641e+08
18,50,3,1.719142e+08
18,50,5,1.719142e+08
18,50,10,7.754117e+07
18,50,20,7.754117e+07
18,50,30,6.091648e+07
18,50,40,3.437516e+07
18,50,50,3.437516e+07
18,50,60,3.437516e+07
18,50,70,3.437516e+07
18,50,80,2.540810e+07
18,50,90,8.704959e+06
18,50,100,8.704959e+06
18,50,1,2.600153e+08
18,50,2,2.553732e+08
18,50,3,2.553732e+08
18,50,5,2.553732e+08
18,50,10,6.960838e+07
18,50,20,6.960838e+07
18,50,30,6.960838e+07
18,50,40,3.005822e+07
18,50,50,2.759675e+07
18,50,60,1.957233e+07
18,50,70,1.610812e+07
18,50,80,1.610812e+07
18,50,90,1.610812e+07
18,50,100,1.610812e+07
18,50,1,2.809547e+08
18,50,2,6.790545e+07
18,50,3,6.790545e+07
18,50,5,6.790545e+07
18,50,10,6.790545e+07
18,50,20,6.790545e+07
18,50,30,6.201441e+07
18,50,40,2.312494e+07
18,50,50,1.746334e+07
18,50,60,1.746334e+07
18,50,70,1.432312e+07
18,50,80,1.156210e+07
18,50,90,1.156210e+07
18,50,100,1.156210e+07
18,50,1,1.730515e+08
18,50,2,1.474731e+08
18,50,3,1.474731e+08
18,50,5,1.474731e+08
18,50,10,3.036435e+07
18,50,20,3.036435e+07
18,50,30,3.036435e+07
18,50,40,3.036435e+07
18,50,50,3.036435e+07
18,50,60,3.036435e+07
18,50,70,2.445280e+07
18,50,80,2.445280e+07
18,50,90,1.839121e+07
18,50,100,1.432420e+07
18,50,1,8.925382e+07
18,50,2,8.925382e+07
